"Gene","ENTREZID"
"LINC02709","440028"
"FNDC5","252995"
"UBA6-DT","550112"
"RASGEF1B","153020"
"SPRY3","10251"
"TNFSF14","8740"
"FITM1","161247"
"CYP4A11","1579"
"SNORD83A","116937"
"ABCB1","5243"
"GATA2","2624"
"SELENOK","58515"
"UQCRHP1","100130756"
"LINC02175","283887"
"UBE2E4P","286480"
"MAN1B1","11253"
"CCL5","6352"
"CCR5AS","102724297"
"WDR88","126248"
"GOLGA8A","23015"
"LINC00634",NA
"MDM4","4194"
"TMEM80","283232"
"SMAGP","57228"
"KRT8","3856"
"LTA4H","4048"
"RPS3AP38","100271594"
"PRPF40B","25766"
"NDUFAF6","137682"
"CUX2","23316"
"ZNF513","130557"
"MIR7111","102465668"
"TUBB2B","347733"
"CLMAT3","101927096"
"SMARCE1P5","400129"
"ZCCHC24","219654"
"HDAC6","10013"
"RAPGEF1","2889"
"NR5A2","2494"
"XKR8","55113"
"USP30","84749"
"NOC4L","79050"
"ZNF2","7549"
"TRMT112P6","391358"
"PTP4A2P1","5767"
"GON7","84520"
"FGD4","121512"
"TNRC6A","27327"
"DGUOK","1716"
"ANAPC7","51434"
"GM2A","2760"
"ZSCAN32","54925"
"AQP7","364"
"KLHL7-DT","100775104"
"TNFRSF10A-AS1","110806274"
"QPCT","25797"
"TNPO1P1","100418919"
"LINC02232","401134"
"GRASLND","386597"
"AP5S1","55317"
"OGA","10724"
"TMEM134","80194"
"ZNF221","7638"
"NCKIPSD","51517"
"ZW10","9183"
"RFT1","91869"
"MBD1","4152"
"TMEM273","170371"
"SPOCK2","9806"
"GPR19","2842"
"STK36","27148"
"RPS12P27","100271552"
"MT-TI",NA
"DSTYK","25778"
"KIF13B","23303"
"AMZ2","51321"
"MYH15","22989"
"FAM83H","286077"
"XPA","7507"
"SPINDOC","144097"
"KPNB1-DT","112268184"
"SLC12A2","6558"
"LONRF3","79836"
"TMEM220","388335"
"ARSG","22901"
"SMPDL3B","27293"
"CXCL3","2921"
"PP7080",NA
"RN7SL738P","106480695"
"CFAP77","389799"
"USP2-AS1","100499227"
"ZNF264","9422"
"POLRMTP1","284167"
"PRR13P1","647195"
"HAUS6","54801"
"MAP7D1","55700"
"MGAT4A","11320"
"PRKX-AS1","100873944"
"PCGF2","7703"
"OMA1","115209"
"NT5DC3","51559"
"ZNF830","91603"
"ZNF669","79862"
"ROR1","4919"
"TMEM182","130827"
"GAS8-AS1","750"
"RPL23AP53","644128"
"POLR3D","661"
"PPP1R3E","90673"
"HNRNPD","3184"
"FBXO48","554251"
"SPATA32","124783"
"DNAJB1","3337"
"TSPAN6","7105"
"THY1","7070"
"INPP5A","3632"
"AGTPBP1","23287"
"BCAN-AS1","105371453"
"LMCD1","29995"
"ZNF154","7710"
"RPH3AL","9501"
"CUL7","9820"
"LINC02580","100506047"
"HECTD2","143279"
"TDRD9","122402"
"NDUFV2","4729"
"LMF1-AS1","101929387"
"RPL41P1","22971"
"RN7SL434P","106480509"
"BOLA3","388962"
"AGBL5-IT1","106481744"
"SEPTIN7P14","645513"
"PDE8B","8622"
"CTDSP2","10106"
"RNU6-59P","100873767"
"ZNF619","285267"
"GTF2IP5","100420546"
"TFEC","22797"
"KLF17P1","100133321"
"DNM2","1785"
"PEX5","5830"
"APH1A","51107"
"ADGRL2","23266"
"TSPAN18","90139"
"CTAGE7P","119437"
"TMEM98","26022"
"LINC00674","100499466"
"STYX","6815"
"SIKE1","80143"
"FHL3","2275"
"RGS17","26575"
"SMARCC2","6601"
"CYBC1","79415"
"RN7SKP80","106479130"
"MYO7B","4648"
"MORC2-AS1","150291"
"RANP1","221547"
"HYPK","25764"
"UBAP2L","9898"
"TRERF1","55809"
"SLC16A6P1","440459"
"MAJIN","283129"
"PTMAP5","150928"
"CPPED1","55313"
"PANK2","80025"
"SHOX","6473"
"RDH10-AS1","101926926"
"ZNF668","79759"
"PRPF3","9129"
"LIMD1-AS1","644714"
"ENPP1","5167"
"RASGEF1C","255426"
"ANO1","55107"
"GP5","2814"
"ARTN","9048"
"GPM6B","2824"
"LINC02328","101928767"
"PPP3CC","5533"
"MS4A14","84689"
"ZNF418","147686"
"TECPR2","9895"
"ZNF674-AS1","401588"
"KLF8","11279"
"MELTF","4241"
"PIWIL2","55124"
"LIPC","3990"
"FLJ42969","441374"
"TCTN3","26123"
"HBG1","3047"
"HOTAIRM1","100506311"
"GMEB2","26205"
"GGT1","2678"
"RFX5","5993"
"LITAF","9516"
"TNFRSF14-AS1","115110"
"RHOB","388"
"PIGBOS1","101928527"
"ENTPD3","956"
"LINC01431","100505683"
"COL6A3","1293"
"ZNF512B","57473"
"RPL12P27","644202"
"ETS1","2113"
"FADD","8772"
"STRIP1","85369"
"RNY1P4","100873804"
"ME1","4199"
"NADK","65220"
"RSPH10B","222967"
"ERP44","23071"
"CYB5D1","124637"
"KCTD1","284252"
"SPATA25","128497"
"ADAMTS9","56999"
"RNF139-DT","101927612"
"TTN","7273"
"PDE11A","50940"
"ZNF595","152687"
"GALNT7","51809"
"CREBZF","58487"
"SELENOS","55829"
"RPL7AP66","388474"
"CYP2S1","29785"
"RNU4-60P","106479585"
"CBR3","874"
"AQP10","89872"
"PRCD","768206"
"FAM245A","728218"
"TXK","7294"
"PDXP-DT","101927051"
"ZNF682","91120"
"C6orf89","221477"
"PRF1","5551"
"ZC3HC1","51530"
"MRPS28","28957"
"FNDC10","643988"
"ZNF879","345462"
"ATP6V1F","9296"
"AKR1C6P","389932"
"CERCAM","51148"
"PCGF1","84759"
"MYMK","389827"
"ZBTB16","7704"
"CNTF","1270"
"GBAP1","2630"
"UBE2Z","65264"
"TRAF1","7185"
"SLC25A5-AS1","100303728"
"ZNF835","90485"
"RNU6-1128P","106480062"
"FAM221A","340277"
"OTOG","340990"
"RCBTB2","1102"
"TNFSF13","8741"
"SLC8B1","80024"
"ZNF702P","79986"
"RBPMS2","348093"
"ATP6AP1L","92270"
"CACNA1E","777"
"RIMS2","9699"
"CSGALNACT2-DT","118568825"
"RAB3A","5864"
"LRRIQ4","344657"
"IGF1R","3480"
"THUMPD3-AS1","440944"
"SBF2","81846"
"CTSK","1513"
"COX20P1","100507102"
"ENSAP2","319114"
"MOV10L1","54456"
"EIF4A2P2","100421579"
"RAB5IF","55969"
"TTC39A","22996"
"MFHAS1","9258"
"ELOC","6921"
"DRAIC","145837"
"CENATAC","338657"
"WDR87","83889"
"DPH3","285381"
"LINC01358","101926925"
"FAM138E","100124412"
"ANKRD33B","651746"
"ETV7","51513"
"MBOAT4","619373"
"ADGRB1","575"
"SLC37A4","2542"
"HSPA4","3308"
"TMEM120A","83862"
"UBL7-DT","440288"
"VAT1","10493"
"TNFRSF9","3604"
"HSD11B1-AS1","101930114"
"THG1L","54974"
"ZFAND2A-DT","101927021"
"SAT1","6303"
"ZNF485","220992"
"MAP3K5","4217"
"GATAD2B","57459"
"PMS2P5","5383"
"TULP1","7287"
"ADAM28","10863"
"CLIC2","1193"
"DNAJC28","54943"
"RPSAP11","645326"
"MMP2","4313"
"C7","730"
"MAN1C1","57134"
"CHIC2","26511"
"CYP4F29P","54055"
"AVPR1B","553"
"ATP10D","57205"
"VDAC3","7419"
"SRRD","402055"
"MYO5B","4645"
"SLC30A6","55676"
"INTS3","65123"
"WRAP73","49856"
"LY75","4065"
"TRIM52","84851"
"TDRD7","23424"
"IGSF6","10261"
"UBE2CP1","326105"
"RNASEH2B-AS1","100874255"
"FAM66C","440078"
"CHAC1","79094"
"FALEC","100874054"
"KLC4","89953"
"LINC02454","105369807"
"TRPM6","140803"
"BOD1","91272"
"TICRR","90381"
"ADAM19","8728"
"GSS","2937"
"GIN1","54826"
"NAP1L5","266812"
"RALGPS1","9649"
"C12orf43","64897"
"HEG1","57493"
"RASGEF1A","221002"
"TBC1D22B","55633"
"ERICH6B","220081"
"TPTE2","93492"
"MIR647","693232"
"ZSWIM1","90204"
"PITPNM2-AS1","100507091"
"HNRNPA3P1","10151"
"KLK7","5650"
"PHF2","5253"
"DTX1","1840"
"UBAC2-AS1","100289373"
"ENTPD5","957"
"IRX3","79191"
"MTX1P1","4581"
"ARHGEF4","50649"
"SNW1","22938"
"H3P6","440926"
"IFNGR2","3460"
"GPR107","57720"
"MRPS11","64963"
"DCLK3","85443"
"ZNF257","113835"
"ATXN3","4287"
"CRYBB1","1414"
"RNU6-701P","106481402"
"HNRNPC","3183"
"GAS5-AS1","100506046"
"GNAT2","2780"
"CYP27B1","1594"
"FRG1HP","100132352"
"CLEC12B","387837"
"AGAP5","729092"
"MYO1H","283446"
"IQSEC2","23096"
"CACNB2","783"
"VIM-AS1","100507347"
"CMTM4","146223"
"CMTM1","113540"
"EVC2","132884"
"ZSCAN16-AS1","100129195"
"RPS10P7","376693"
"GOLGA8H","728498"
"BACE2","25825"
"INPP4B","8821"
"NOL3","8996"
"SRRT","51593"
"SNORA74B","677841"
"UBXN7","26043"
"SHISA5","51246"
"MYL12B","103910"
"MTND4LP30","107075244"
"ERBIN-DT","118732300"
"HMGN2P5","727795"
"TJAP1","93643"
"CCDC146","57639"
"ZNF491","126069"
"UNK","85451"
"MYO1E","4643"
"URAHP","100130015"
"SAPCD2","89958"
"EMC6","83460"
"NHEJ1","79840"
"ASAH2B","653308"
"ALG14","199857"
"NBPF20","100288142"
"CZIB","54987"
"SPTA1","6708"
"SMAD9","4093"
"CEACAM21","90273"
"ZNF625","90589"
"NDE1","54820"
"MRGBP","55257"
"CYB5B","80777"
"ARHGAP15","55843"
"TBC1D9B","23061"
"CCDC144NL-AS1","440416"
"TM4SF19-AS1","100874214"
"ACTB","60"
"CBWD1",NA
"PCNPP1","654427"
"SNHG29","125144"
"E2F3-IT1","100874268"
"RARRES1","5918"
"ZNF827","152485"
"LINC01018","255167"
"MCAM","4162"
"PIMREG","54478"
"CHMP5P1","100420317"
"PDPR","55066"
"SLC25A35","399512"
"ZHX2","22882"
"HNRNPCL1","343069"
"UBE2Q2P2","100134869"
"PCDH9","5101"
"RPL3L","6123"
"SIMC1","375484"
"PNMA6A","84968"
"CTTN-DT","121233926"
"RREB1","6239"
"METTL15P1","100130758"
"FAM86DP","692099"
"RHEBP2","101060032"
"SLC10A4","201780"
"MPRIP","23164"
"RNU2-17P","106480204"
"SASH1","23328"
"PHF20","51230"
"DGCR8","54487"
"SNRNP200","23020"
"CETN2","1069"
"MIR181A2HG","100379345"
"DPY19L2","283417"
"ERRFI1","54206"
"KCNV2","169522"
"RNF125","54941"
"PDE4B","5142"
"GPR3","2827"
"PFN4","375189"
"RNU7-19P","100147767"
"CLDN12","9069"
"DUSP18","150290"
"TBX19","9095"
"DNAI1","27019"
"FAM120B","84498"
"PKN3","29941"
"ARL4D","379"
"FAM184B","27146"
"TNFRSF10C","8794"
"MAP4K2","5871"
"CTSZ","1522"
"RERE-AS1","102724552"
"C1orf116","79098"
"RTP4","64108"
"CHKB","1120"
"SPEG","10290"
"FZD4","8322"
"ITGBL1","9358"
"PPIAP3","170539"
"SORCS2","57537"
"HNRNPA1","3178"
"GLMP","112770"
"EEF2","1938"
"MAP3K10","4294"
"MAP1LC3B2","643246"
"DHRS13","147015"
"NUCB1","4924"
"HMGA1P3","144712"
"KPNA4P1","100421109"
"GMIP","51291"
"MIR4422HG","109729135"
"DSTNP1","387492"
"NUF2","83540"
"FRMD3","257019"
"SYNJ2BP","55333"
"MEIOSIN","388553"
"SMARCE1P1","100271884"
"TPT1P9","389787"
"TMEM178A","130733"
"MAPK3","5595"
"SYT14","255928"
"IARS2","55699"
"SMIM8","57150"
"COG7","91949"
"ALKAL2","285016"
"SELENOP","6414"
"FES","2242"
"RPS18P12","388339"
"ZNF528","84436"
"MRPL34","64981"
"RHEBP1","6008"
"SPATA5L1","79029"
"ITGA9","3680"
"LINC00664","400680"
"DNAJC15","29103"
"SMCR2","105371564"
"MACC1","346389"
"FMC1","154791"
"PNO1","56902"
"BDH1","622"
"MYO7A","4647"
"AP4B1-AS1","100287722"
"RAD1","5810"
"YAP1","10413"
"DNMT1","1786"
"ZNF602P","100419608"
"TMEM106C","79022"
"TICAM1","148022"
"SLC12A3","6559"
"OTUB2","78990"
"SNRPC","6631"
"MCM3","4172"
"RAPGEF5","9771"
"VASH1-AS1","100506603"
"MED18","54797"
"PIM2","11040"
"ST20-AS1","283687"
"LINC00907","284260"
"SMIM20","389203"
"GIMAP2","26157"
"TOR4A","54863"
"CCDC163","126661"
"COL16A1","1307"
"H3-3A-DT","118568813"
"METTL2A","339175"
"FMN2","56776"
"CYSTM1","84418"
"CSK","1445"
"C3orf52","79669"
"TASL","80231"
"NBPF15","284565"
"KBTBD6","89890"
"SDHAP3","728609"
"MIR4432HG","106660609"
"ANXA8","653145"
"HAT1","8520"
"CMTM7","112616"
"CAPS2","84698"
"STARD13","90627"
"CREBBP","1387"
"CCDC144CP","348254"
"KCNB1","3745"
"GPRASP1","9737"
"LINC01505","100996590"
"IQANK1","642574"
"MT-ND5",NA
"ASH1L","55870"
"BCS1L","617"
"IRX5","10265"
"LPIN3","64900"
"SETP11","100419187"
"NCF1C","654817"
"LINC02160","105374716"
"OPHN1","4983"
"TRAPPC9","83696"
"SMARCE1","6605"
"FMR1-IT1","106478973"
"SCAI","286205"
"RBMX2P3","100421047"
"ALS2CL","259173"
"LINC01845","285627"
"PLEKHA2","59339"
"HSD11B1L","374875"
"NATD1","256302"
"CACNA1B","774"
"C2orf15","150590"
"ABCG2","9429"
"PER2","8864"
"ZAP70","7535"
"MORC1","27136"
"FAM3A","60343"
"BMF","90427"
"ZNF251","90987"
"FLT3","2322"
"MEIS3","56917"
"MTND4P23","100873245"
"BCL3","602"
"SERPINE3","647174"
"RUBCNL","80183"
"C1QTNF12","388581"
"RAB29","8934"
"SLC7A14-AS1","101928583"
"RHOXF1P1","101928941"
"ERBB2","2064"
"DDAH1","23576"
"MED30","90390"
"FJX1","24147"
"RN7SKP271","106480916"
"NUP93-DT","105371286"
"ZC4H2","55906"
"ANKRD2","26287"
"AEBP2","121536"
"ZSWIM7","125150"
"ZKSCAN8P1","651302"
"RARS2","57038"
"PELO","53918"
"SLC2A13","114134"
"EDC3","80153"
"ZNF132-DT","118827803"
"ZNF665","79788"
"EHD2","30846"
"EPPK1","83481"
"SND1","27044"
"SEPSECS-AS1","285540"
"RPL37AP8","644338"
"DNAJB13","374407"
"PEG10","23089"
"MTND1P9","100873221"
"WDR59","79726"
"PACSIN1","29993"
"FPGT","8790"
"RFX5-AS1","101927886"
"JCHAIN","3512"
"EZR","7430"
"H6PD","9563"
"MIR486-1","619554"
"CASC3","22794"
"CSNK1E","1454"
"MSTO2P","100129405"
"ADGRG3","222487"
"NEBL","10529"
"GPR55","9290"
"NRG4","145957"
"SAP30BP","29115"
"LINC02560","110806301"
"OR5C1","392391"
"FAAHP1","729041"
"FHIT","2272"
"INPP5E","56623"
"C1QA","712"
"ZNF266","10781"
"MRPL46","26589"
"TARS1-DT","107986411"
"PIWIL4","143689"
"LINC02323","105370681"
"SPESP1","246777"
"SPINT1","6692"
"PALMD","54873"
"PLRG1","5356"
"LAT","27040"
"KMT2C","58508"
"TDGF1P6","22813"
"GDF15","9518"
"C2orf16","84226"
"VASH1","22846"
"INHBC","3626"
"HYAL2","8692"
"ZNF552","79818"
"ANKRD36BP2","645784"
"TOR2A","27433"
"MIR202HG","101927671"
"SH3D21","79729"
"METTL21A","151194"
"FREM1","158326"
"CCDC62","84660"
"POLR1D","51082"
"NTRK2","4915"
"PLEKHG4","25894"
"ANKRD53","79998"
"TERT","7015"
"TYW1","55253"
"RIC3","79608"
"APBA3","9546"
"CD69","969"
"LINC01137",NA
"TMEM19","55266"
"TMCC1-DT","100507032"
"ID2-AS1","100506299"
"LINC01091","285419"
"SNORA51","677831"
"ZNF439","90594"
"LRRC7","57554"
"EPCAM","4072"
"MIR3142HG","107075116"
"LINC01515","101928913"
"PRSS30P","124221"
"JTBP1","100874254"
"MARVELD1","83742"
"BTBD7P1","441548"
"DNAAF10","116143"
"ACVR2A","92"
"RNU7-18P","100147766"
"TTC29","83894"
"CHMP4A","29082"
"ATP6V0E2-AS1","401431"
"SEC11B","157708"
"RNU6-323P","106481281"
"HSD17B1","3292"
"ERVW-1","30816"
"TSPYL2","64061"
"ZDHHC13","54503"
"CDON","50937"
"SDCBP2-AS1","100507495"
"WASF4P","644739"
"SLC35D2","11046"
"ATP23","91419"
"TCEA2","6919"
"PDCL","5082"
"STK10","6793"
"KRT8P42","100418750"
"TTC30A",NA
"MT-TY",NA
"MUTYH","4595"
"TRIM67","440730"
"ITIH2","3698"
"FTH1P23","100420300"
"OLFM5P","101927763"
"C11orf96","387763"
"TESMIN","9633"
"COL21A1","81578"
"MTND3P23","107075295"
"LBHD1","79081"
"PGPEP1","54858"
"GOLM1","51280"
"CMC1","152100"
"CCDC127","133957"
"NTAQ1","55093"
"RPL7P9","653702"
"COL19A1","1310"
"GPR1-AS",NA
"GPC2","221914"
"UBE2D4","51619"
"LRRC8D-DT","118568809"
"GATC","283459"
"ANK2","287"
"ZSCAN20","7579"
"GPR157","80045"
"MRPS9-AS2","102724691"
"UNC5CL","222643"
"MIR34AHG","106614088"
"IPO9","55705"
"SEMA4D","10507"
"RPL11P3","100271271"
"TACO1","51204"
"DNAH8","1769"
"MYCBP","26292"
"BRPF3","27154"
"FKBP10","60681"
"COQ10B","80219"
"RPP40","10799"
"KLF7","8609"
"ZNF79","7633"
"UPF3AP1","147226"
"SNORD100","594838"
"NPM1P46","729342"
"WDR73","84942"
"SLC27A6","28965"
"ATP5PB","515"
"CASC11","100270680"
"CD276","80381"
"LINC00996","285972"
"RN7SL329P","106479343"
"CCNDBP1","23582"
"PHF13","148479"
"COQ9","57017"
"GPR75","10936"
"NSUN6","221078"
"ZNF223","7766"
"PCDH12","51294"
"DNAH5","1767"
"MCPH1-DT","100287015"
"PRXL2C","195827"
"SIL1","64374"
"TMEM9B","56674"
"VTI1B","10490"
"P4HB","5034"
"PKHD1","5314"
"LINC01572","101927957"
"SHROOM1","134549"
"KDM2B","84678"
"GALNT13","114805"
"TTF1","7270"
"LRRC8C-DT","400761"
"SNX29P2","440352"
"CADM1","23705"
"PEBP1","5037"
"CFAP418-AS1","100616530"
"ZFC3H1","196441"
"DYNLT5","200132"
"FYB1","2533"
"KLK14","43847"
"FLRT2","23768"
"FAM166B","730112"
"KRT7","3855"
"RAB11B","9230"
"PLXNA1","5361"
"WDR55","54853"
"MED15","51586"
"TCEAL3","85012"
"RN7SL834P","106481148"
"CNNM1","26507"
"SALL4","57167"
"SNRPD3","6634"
"LIAS","11019"
"PNLDC1","154197"
"HLA-DRB5","3127"
"CACNA2D4","93589"
"SCAMP3","10067"
"SIAH2-AS1","105374155"
"IFIT3","3437"
"SMAD7","4092"
"PROX1","5629"
"CHCHD3","54927"
"CILP","8483"
"SLC22A23","63027"
"FRMD8","83786"
"TTC39B","158219"
"TNFAIP1","7126"
"GS1-24F4.2","100652791"
"LYPLAL1-DT","643723"
"ZNF3","7551"
"PTPN1","5770"
"ZNF250","58500"
"KCNQ5-DT","112267960"
"LRRC73","221424"
"ESAM-AS1","101929340"
"CCNB2","9133"
"ANKRD34A","284615"
"TBCAP1","494540"
"RHBDL2","54933"
"PARM1","25849"
"CLEC16A","23274"
"LSP1P4","654342"
"HSF4","3299"
"RPL39P38","100271529"
"FABP5P1","387934"
"PCAT1","100750225"
"RPS10P3","158104"
"RCCD1-AS1","116435297"
"TMEM52","339456"
"MAPKAPK3","7867"
"UTRN","7402"
"NXPH1","30010"
"GOLGA8IP","283796"
"TSGA10IP","254187"
"ATP2B2","491"
"FRMD1","79981"
"KDELR1","10945"
"MAP10","54627"
"NEU3","10825"
"BTN3A3","10384"
"PMS2P7","100101440"
"TERF2","7014"
"IGFL4","444882"
"ANKRD36C","400986"
"ZNF714","148206"
"TRMT9B","57604"
"RPP30","10556"
"LINC00654","149837"
"ZNF573","126231"
"MAPKAPK5-AS1","51275"
"SH3BP5L","80851"
"BCL2L2-PABPN1","100529063"
"SLC24A3-AS1","100130264"
"A2MP1","3"
"UBAP2","55833"
"ADAM22","53616"
"DACH1","1602"
"CDK5RAP3","80279"
"EIF5A2","56648"
"NETO2","81831"
"BTN3A2","11118"
"CCDC17","149483"
"CCDC7","79741"
"CD72","971"
"KLF11","8462"
"NACA3P","389240"
"CUEDC1","404093"
"OFD1P17","23738"
"MTHFD1","4522"
"CDK9","1025"
"LINC01715",NA
"MFF-DT","654841"
"RITA1","84934"
"NTAN1","123803"
"RMST","196475"
"CD1D","912"
"LRIG1","26018"
"THRB-AS1","644990"
"PARPBP","55010"
"TMEM107","84314"
"HLA-E","3133"
"SEC22B4P","102724364"
"CC2D2B","387707"
"KRT8P52","100887068"
"DDIAS","220042"
"GPR4","2828"
"AATF","26574"
"HCG25","414765"
"DISP1","84976"
"SMARCA5-AS1","100128055"
"UTS2R","2837"
"TRAF3IP1","26146"
"SF3A3P1","170548"
"RUFY1","80230"
"GCNT2","2651"
"RAB43P1","440375"
"CACFD1","11094"
"BNIP3P11","106480286"
"TBC1D3E","102723859"
"CUTALP","253039"
"CAMK4","814"
"FAM169A","26049"
"HSPA9P1","266724"
"DVL1","1855"
"ZCWPW2","152098"
"KRT8P39","100418781"
"TEX22","647310"
"ARHGEF1","9138"
"SNHG31","101928103"
"GAS8","2622"
"CC2D1B","200014"
"LINC02021","105374104"
"CNR2","1269"
"KLHL35","283212"
"ZNF410","57862"
"MEI1","150365"
"TMCC3","57458"
"NUDT7","283927"
"ZNF471","57573"
"KCNC3","3748"
"OPLAH","26873"
"FAM120C","54954"
"UTS2","10911"
"EIF2D","1939"
"FLT4","2324"
"LINC01902","105372079"
"POLR2D","5433"
"STX1B","112755"
"PLLP","51090"
"SYCP1","6847"
"ANXA11","311"
"ZNF350-AS1","101669766"
"FBLL1","345630"
"PYROXD2","84795"
"SLC66A1L","152078"
"SCN3B","55800"
"MATN1","4146"
"STK32B","55351"
"ARSD","414"
"MAZ","4150"
"RNU6-1143P","106480069"
"ADCY9","115"
"VRK3","51231"
"ESPN","83715"
"GCNT1","2650"
"TLR4","7099"
"LINC02870","170393"
"SOCS2-AS1","144481"
"DNASE2","1777"
"GPR18","2841"
"LY86","9450"
"TMEM117","84216"
"CD63-AS1","105369779"
"ATP1B3-AS1","100874077"
"ASPHD1","253982"
"NSUN4","387338"
"LILRB1","10859"
"OR2W3","343171"
"AHSA1","10598"
"SPATA17","128153"
"EFR3B","22979"
"TMEM38B","55151"
"P2RX5","5026"
"NAT14","57106"
"PGBD5","79605"
"POLH-AS1","111216283"
"YAE1","57002"
"TIFAB","497189"
"ZEB2-AS1","100303491"
"PANK2-AS1","107985395"
"TPRKB","51002"
"ABHD15","116236"
"POPDC2","64091"
"CCDC26","137196"
"SMIM14","201895"
"MLANA","2315"
"XPC-AS1","107986063"
"CDHR3","222256"
"CCDC103","388389"
"SLC35A1","10559"
"TTYH3","80727"
"LINC01521","54944"
"ADRB2","154"
"ALOX12","239"
"RNF157-AS1","100507218"
"PROKR1","10887"
"COX18","285521"
"KREMEN2","79412"
"ANKAR","150709"
"AFG1L","246269"
"SLC7A7","9056"
"CXCL16","58191"
"ZNF383","163087"
"SYTL3","94120"
"ZNF890P","645700"
"ARHGEF2-AS2","107985209"
"PLPP5","84513"
"MILR1","284021"
"SS18L1","26039"
"CPB1","1360"
"ACTG1P14","100418910"
"LRRC19","64922"
"ZNFX1","57169"
"LINC02422","105369723"
"C21orf62-AS1","54067"
"RAPH1","65059"
"IDH1-AS1","100507475"
"CRYGS","1427"
"ATP8B5P","158381"
"JAM2","58494"
"RRN3P2","653390"
"ZNF160","90338"
"HMGN1P8","100874431"
"BAZ1B","9031"
"HNRNPA1P53","728732"
"VENTX","27287"
"NUP50-DT","100506714"
"CMTM8","152189"
"TMEM191A","84222"
"RIN2","54453"
"RN7SL471P","106481051"
"SNAPIN","23557"
"UBE2Q2P1","388165"
"PPIAP22","653214"
"DHX16","8449"
"GPRACR","401554"
"MRPL19","9801"
"ATAT1","79969"
"NPAS3","64067"
"KLRG2","346689"
"MAP2K6","5608"
"SLC25A16","8034"
"MTX1","4580"
"MANBA","4126"
"TAF7","6879"
"KATNBL1P6","729176"
"SRGAP2C","653464"
"PDAP1","11333"
"SMIM29","221491"
"SLC3A2","6520"
"TSSK3","81629"
"GYPB","2994"
"CASC15","401237"
"SPEF2","79925"
"NLRX1","79671"
"LINC00513","100506860"
"RPL5P23","100270840"
"IL23A","51561"
"SNX5","27131"
"FAM238B","731789"
"TRIB2","28951"
"SSB","6741"
"HINFP","25988"
"GPS2P2","100132058"
"CXCL2","2920"
"TCF19","6941"
"C17orf75","64149"
"ARSDP1","10034"
"UCP2","7351"
"OMP","4975"
"CADM3","57863"
"PLEKHM3","389072"
"CEP83-DT","144486"
"DACT3","147906"
"LINC02696","101928812"
"ARGFX","503582"
"ZNF236-DT","100131655"
"SLCO4A1-AS1","100127888"
"ADGRB3","577"
"CHI3L2","1117"
"FGF2","2247"
"MALINC1","100505636"
"TBL1X","6907"
"TIMM10B","26515"
"ANKRD7","56311"
"TMEM253","643382"
"SORD2P","653381"
"SIN3B","23309"
"RIMBP3","85376"
"PPP2R3A","5523"
"SLC26A8","116369"
"AKAP5","9495"
"RPS2P52","100271250"
"TSSK6","83983"
"BPNT1","10380"
"ZMIZ1-AS1","283050"
"MAN2A2","4122"
"WIPI1","55062"
"MID1","4281"
"RNA5SP383","100873638"
"CLDN11","5010"
"P4HA3","283208"
"KIFC2","90990"
"ZNF557","79230"
"MTND6P5","106480427"
"TP53I11","9537"
"PTGES3P3","441050"
"TRIO","7204"
"SNORA30","677813"
"RPSAP16","100270872"
"TOP3BP1","23751"
"FSTL1","11167"
"RABGAP1L-AS1","101928696"
"CHFR","55743"
"CCDC137P",NA
"ITGB2-AS1","100505746"
"ANKHD1","54882"
"TENM4","26011"
"AMOT","154796"
"UBXN2B","137886"
"TOR1A","1861"
"LUCAT1","100505994"
"ZNF606","80095"
"B3GNT8","374907"
"TMEM218","219854"
"FABP6","2172"
"MIR548AM","100616428"
"LINC00294","283267"
"ANKRD12","23253"
"H3-5","440093"
"DDR1","780"
"RNU6-1219P","106480649"
"SLC35E2B","728661"
"ESRP2","80004"
"SLC35A4","113829"
"KIFC1","3833"
"CMIP","80790"
"CYP4F3","4051"
"KLF10","7071"
"ANKHD1-EIF4EBP3","404734"
"PHLDA1-DT","120766142"
"TTBK1","84630"
"MAP4","4134"
"CAMKK2","10645"
"TFDP1","7027"
"AP3D1","8943"
"POMGNT2","84892"
"BBS5","129880"
"MAP9","79884"
"ZNF613","79898"
"MYBPC2","4606"
"IRAK4","51135"
"RBBP9","10741"
"PMEPA1","56937"
"TAF12","6883"
"ZC3H12B","340554"
"MFGE8","4240"
"LLGL1","3996"
"ZFP28","140612"
"FRAS1","80144"
"DHRS3","9249"
"BICD1","636"
"MEIS1","4211"
"TUSC1","286319"
"SAR1A","56681"
"ST13P7","155019"
"ZCCHC18","644353"
"LINC00882","100302640"
"CNGB1","1258"
"SHISA9","729993"
"LINC00327","100506697"
"SARM1","23098"
"MYO10","4651"
"ZNF233","353355"
"SLC46A3","283537"
"LCTL","197021"
"RIPK2","8767"
"MLLT11","10962"
"CDCP1","64866"
"LINC01003","100128822"
"ODF3","113746"
"EDRF1-AS1","101927983"
"RELN","5649"
"C2orf27A","29798"
"BCL6B","255877"
"LDB1","8861"
"TMEM216","51259"
"DIP2A","23181"
"ADAM11","4185"
"C3orf80","401097"
"ABHD16A","7920"
"RN7SL127P","106480956"
"PPFIA2","8499"
"TPRG1L","127262"
"MCC","4163"
"MRPL42","28977"
"ENTPD4-DT","121009645"
"FCGR3A","2214"
"STING1","340061"
"TRAPPC14","55262"
