ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
CC,GO:0099699,integral component of synaptic membrane,73,-0.301099003,-1.153603823,0.239043825,0.591589369,0.511645733,5402,"tags=42%, list=32%, signal=29%",27253/5663/4985/6533/5028/9746/54413/5800/25945/2043/478/112476/2890/8745/57555/2906/51107/491/53616/57863/729993/1948/2550/116443/79414/26045/55851/2900/3765/10675/6326
BP,GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",25,-0.394654766,-1.19598288,0.23916293,0.591694304,0.511736487,246,"tags=32%, list=1%, signal=32%",64282/340719/342977/22849/3184/10492/7538/10642
BP,GO:1901652,response to peptide,392,0.193729953,1.07663544,0.239368158,0.592012174,0.512011402,2743,"tags=22%, list=16%, signal=19%",2200/56729/5781/55914/9882/6093/51094/6517/1535/3676/3727/6272/25948/3397/3716/11031/8835/9349/4149/5443/5166/51274/11143/4035/8615/114882/55667/55198/5588/1027/26060/5140/6198/3717/1537/10661/2353/6772/5925/9847/4067/353/151176/2852/8890/7832/3690/5286/9475/23411/58533/4929/51763/324/6814/8473/5591/10726/6844/2887/7532/5584/2671/490/5829/760/28999/6599/1536/81565/57727/133/54832/6429/177/5315/2770/5305/5747/6513/2729/2241/4690/23175/6776/7494/140710
BP,GO:0090141,positive regulation of mitochondrial fission,19,0.357447131,1.161180708,0.239554318,0.592282694,0.512245366,3285,"tags=47%, list=20%, signal=38%",664/10059/51024/23259/6790/80821/56907/55737/90550
BP,GO:0048483,autonomic nervous system development,24,-0.395410922,-1.186845882,0.240356083,0.59288092,0.512762751,880,"tags=50%, list=5%, signal=47%",3142/3212/3196/1959/89797/55558/104/6659/10371/6405/2335/3280
BP,GO:0001941,postsynaptic membrane organization,30,-0.367134177,-1.17131938,0.240174672,0.59288092,0.512762751,5084,"tags=40%, list=30%, signal=28%",9379/1742/348/54413/8326/57555/1855/5649/9419/5913/10243/9378
BP,GO:0072207,metanephric epithelium development,18,0.367404651,1.165343612,0.240223464,0.59288092,0.512762751,1305,"tags=28%, list=8%, signal=26%",793/3976/358/55366/6772
MF,GO:0140303,intramembrane lipid transporter activity,33,-0.358033814,-1.158960451,0.240231548,0.59288092,0.512762751,3709,"tags=33%, list=22%, signal=26%",57198/55754/5243/55113/91869/57205/21/148229/24/374868/10396
CC,GO:0032421,stereocilium bundle,47,-0.327667323,-1.155127238,0.24048913,0.59288092,0.512762751,5890,"tags=57%, list=35%, signal=37%",79955/222662/125336/90410/9455/9368/389/65217/9750/221421/64787/9497/84059/118812/11078/4647/83715/4641/84173/117532/51168/112/5048/25861/7399/494513/117531
BP,GO:0048736,appendage development,112,-0.276099955,-1.124116527,0.240620957,0.59288092,0.512762751,4462,"tags=33%, list=26%, signal=24%",2768/4041/4853/2201/6497/1280/27173/8434/6474/79363/3655/221833/3206/1889/83999/6659/1382/3065/7704/1387/57167/84314/79412/80144/23322/26160/91461/342184/79583/3205/51057/860/5727/80856/28982/2648/84133
BP,GO:0060173,limb development,112,-0.276099955,-1.124116527,0.240620957,0.59288092,0.512762751,4462,"tags=33%, list=26%, signal=24%",2768/4041/4853/2201/6497/1280/27173/8434/6474/79363/3655/221833/3206/1889/83999/6659/1382/3065/7704/1387/57167/84314/79412/80144/23322/26160/91461/342184/79583/3205/51057/860/5727/80856/28982/2648/84133
BP,GO:0050678,regulation of epithelial cell proliferation,249,-0.246206236,-1.107839236,0.240184758,0.59288092,0.512762751,2675,"tags=19%, list=16%, signal=16%",6239/54206/55333/154791/10413/2064/83481/22846/5314/5629/3299/2324/2247/80004/4163/1948/8660/3952/3148/26160/3479/26051/283131/3249/90780/5335/6934/567/374/5176/5797/9255/8013/2069/80139/860/5727/6935/6869/9572/4088/3912/240/3280/7538/94/5155/4221
BP,GO:0006575,cellular modified amino acid metabolic process,134,0.222957345,1.102422882,0.240196078,0.59288092,0.512762751,2773,"tags=22%, list=16%, signal=18%",3029/51449/2954/9446/5352/10955/114882/34/3417/471/1376/2806/57515/114879/2879/8659/728226/2739/10404/6647/223/191/2618/4552/1152/2729/11315/2946/129642
BP,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,163,0.215506571,1.088692926,0.240641711,0.59288092,0.512762751,3202,"tags=24%, list=19%, signal=20%",1665/114769/3965/9188/84433/80833/7037/170506/10342/6275/27032/6885/55504/85363/1936/92140/84336/23390/6574/1147/222068/57708/54602/5536/6284/1499/329/7188/9218/60401/1894/22954/4057/28952/29110/10542/1491/10475/81858
BP,GO:0006470,protein dephosphorylation,222,0.203949812,1.061914292,0.24025974,0.59288092,0.512762751,3549,"tags=28%, list=21%, signal=23%",57223/5781/6093/151987/5525/57181/4659/23075/5788/55291/22870/51496/9989/55671/8945/54935/121665/3717/5478/5499/5782/5516/5501/92609/10776/23645/5520/28227/5532/3958/9475/5787/55197/84792/2029/808/23291/5536/7531/80895/29085/29101/8898/93650/23035/5537/5511/9701/4690/1844/3326/1408/6305/1460/8556/5529/6794/90506/8446/259282/79871/84687/5530
MF,GO:0016746,acyltransferase activity,196,0.212526171,1.08895045,0.240740741,0.592935528,0.51280998,3517,"tags=26%, list=21%, signal=21%",56895/79844/1629/5050/675/47/51304/80155/79612/11143/8050/80018/29956/1376/9397/9329/10558/157570/23390/8877/1737/23411/8443/55644/2162/3931/30/112483/57104/23464/54995/1431/8694/129642/84885/10847/55326/340481/64429/10943/60481/55625/171546/211/64172/7994/8202/23326/122830/10554/6342
CC,GO:0005771,multivesicular body,51,0.272994206,1.140779885,0.240875912,0.59307909,0.512934142,1838,"tags=18%, list=11%, signal=16%",5573/6517/128866/8530/27243/7178/100307126/91782/54602
BP,GO:0048875,chemical homeostasis within a tissue,13,0.418200551,1.179415834,0.24109589,0.593377976,0.513192639,864,"tags=15%, list=5%, signal=15%",2034/7422
BP,GO:0120033,negative regulation of plasma membrane bounded cell projection assembly,29,-0.369148883,-1.168370481,0.24122807,0.593377976,0.513192639,2972,"tags=31%, list=18%, signal=26%",1785/10413/653464/4134/84260/3985/23189/832/5580
BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,127,-0.271282231,-1.13336093,0.241161616,0.593377976,0.513192639,4344,"tags=35%, list=26%, signal=26%",4853/5345/3725/8685/25/3146/388325/7066/10344/5031/673/5728/6714/65009/23779/2771/406913/5159/84868/6352/25778/9258/5595/285016/9290/195827/2651/2324/7099/2247/8767/8482/1652/388121/3479/5156/10268/920/10392/2264/9590/5155/4921/5590
BP,GO:0045665,negative regulation of neuron differentiation,41,0.284493854,1.110122611,0.24137931,0.593560727,0.513350693,1323,"tags=20%, list=8%, signal=18%",3688/10363/9043/1977/5978/1656/811/440275
BP,GO:0051349,positive regulation of lyase activity,22,-0.399318756,-1.174864658,0.241691843,0.593985768,0.513718298,2116,"tags=27%, list=13%, signal=24%",154/9495/4846/23479/84876/2979
BP,GO:0010508,positive regulation of autophagy,128,0.223338903,1.091249053,0.241706161,0.593985768,0.513718298,1734,"tags=16%, list=10%, signal=14%",3091/572/664/1612/6093/23376/64112/6885/51322/203228/85363/92140/10558/22930/5291/9821/5286/23411/10133/25782
MF,GO:0070279,vitamin B6 binding,47,-0.327234072,-1.153599895,0.241847826,0.594144628,0.513855689,1238,"tags=15%, list=7%, signal=14%",9517/2805/54996/55304/2572/283970/213
MF,GO:0047617,acyl-CoA hydrolase activity,16,-0.443399898,-1.189907184,0.242038217,0.594423051,0.514096488,985,"tags=19%, list=6%, signal=18%",215/641371/117145
CC,GO:0010369,chromocenter,12,-0.478570642,-1.202989641,0.242811502,0.594996164,0.514592154,335,"tags=25%, list=2%, signal=25%",55124/3619/11339
CC,GO:0034361,very-low-density lipoprotein particle,12,-0.478493103,-1.202794729,0.242811502,0.594996164,0.514592154,530,"tags=42%, list=3%, signal=40%",348/338/55829/335/8542
CC,GO:0034385,triglyceride-rich plasma lipoprotein particle,12,-0.478493103,-1.202794729,0.242811502,0.594996164,0.514592154,530,"tags=42%, list=3%, signal=40%",348/338/55829/335/8542
MF,GO:0043138,3'-5' DNA helicase activity,14,0.409334117,1.176330093,0.242424242,0.594996164,0.514592154,4727,"tags=43%, list=28%, signal=31%",5965/4174/10973/7486/2071/57697
BP,GO:0031112,positive regulation of microtubule polymerization or depolymerization,32,0.308142364,1.13010469,0.242718447,0.594996164,0.514592154,2695,"tags=31%, list=16%, signal=26%",6249/10142/1027/9793/6188/22919/23116/5879/3303/5058
BP,GO:2000780,negative regulation of double-strand break repair,32,0.308048314,1.129759764,0.242718447,0.594996164,0.514592154,1936,"tags=25%, list=11%, signal=22%",9320/51366/23347/7158/55086/55183/10721/10459
MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",583,0.186404348,1.085648168,0.242547325,0.594996164,0.514592154,3116,"tags=23%, list=19%, signal=20%",55589/9874/51232/3815/1612/701/8878/127933/5597/3099/9748/7150/6093/5564/6197/11011/1195/5210/23683/4214/7046/6733/1024/5128/6787/55681/3705/3716/22978/8899/7272/282974/140901/57410/983/5166/7006/6885/83440/51347/54822/1859/5588/51765/90/140609/6198/8428/3717/8491/8476/10188/4750/7525/5291/8877/10733/1456/440275/2584/138429/4067/5347/1147/55300/9024/57396/9064/26750/5289/10746/5604/7465/204851/6732/5286/7443/9475/6790/90956/5591/5165/5610/5214/139728/695/1022/133686/5584/65061/2185/5567/2022/1633/8444/699/9262/7048/5586/5315/9943/5305/1111/5747/83707/5062/2261/2241/4145/9451/25865/51776/4216/79834/8525/5058/54861/55500/23139/26007/9088/23012/9061/79646/29110/5613/3643/8895/64122/27102/124923/1460/5605/55728/54986/545/9060
BP,GO:0043981,histone H4-K5 acetylation,16,0.389356013,1.19188286,0.243315508,0.595852644,0.515332896,5821,"tags=69%, list=35%, signal=45%",11143/8473/64769/10445/9767/3054/55683/54934/284058/84289/51147
BP,GO:0043982,histone H4-K8 acetylation,16,0.389356013,1.19188286,0.243315508,0.595852644,0.515332896,5821,"tags=69%, list=35%, signal=45%",11143/8473/64769/10445/9767/3054/55683/54934/284058/84289/51147
BP,GO:0048246,macrophage chemotaxis,27,0.335440719,1.176588765,0.24375,0.596201982,0.515635027,2475,"tags=26%, list=15%, signal=22%",566/7057/1240/26228/3958/2185/5747
BP,GO:0070741,response to interleukin-6,27,0.334892979,1.174667516,0.24375,0.596201982,0.515635027,4976,"tags=48%, list=30%, signal=34%",820/3716/3717/9646/2241/3572/4790/6774/114900/1116/57817/8737/6688
BP,GO:0030574,collagen catabolic process,27,0.334760865,1.174204115,0.24375,0.596201982,0.515635027,4199,"tags=33%, list=25%, signal=25%",3688/5657/162427/1520/64115/1514/4318/8510/8751
CC,GO:0005680,anaphase-promoting complex,20,0.351107013,1.169035409,0.243767313,0.596201982,0.515635027,3477,"tags=45%, list=21%, signal=36%",25906/701/991/27338/246184/51529/8697/29882/51343
MF,GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,24,0.337087419,1.150049862,0.243902439,0.596343396,0.51575733,4501,"tags=42%, list=27%, signal=31%",8878/22890/10133/54764/124997/83932/84875/23118/84083/199990
BP,GO:0051170,import into nucleus,149,0.219974278,1.092664086,0.244565217,0.597774426,0.51699498,4385,"tags=40%, list=26%, signal=30%",8878/10527/3840/3839/51569/3843/9349/55916/10526/983/3320/55198/8841/26060/55929/51715/51366/3717/3836/9972/23649/4000/5903/727851/26953/754/10204/9818/7175/10762/1894/4928/868/3728/3842/3326/1408/7157/1871/10073/6774/5530/54830/6850/29098/948/3838/729857/284/5534/1994/5371/55696/79711/10628/5569/8021/57122/23636
BP,GO:0006020,inositol metabolic process,10,0.457850085,1.216151913,0.245430809,0.598041045,0.51722557,2502,"tags=50%, list=15%, signal=43%",3705/23262/3612/6526/3613
BP,GO:0098814,spontaneous synaptic transmission,12,-0.476600703,-1.198037777,0.24600639,0.598041045,0.51722557,3030,"tags=50%, list=18%, signal=41%",6558/9501/9699/112755/5071/22895
BP,GO:0060457,negative regulation of digestive system process,13,-0.463544612,-1.194473236,0.246467818,0.598041045,0.51722557,5375,"tags=62%, list=32%, signal=42%",27347/7349/64241/10062/5021/5733/497189/64240
BP,GO:0099590,neurotransmitter receptor internalization,15,0.397611374,1.180551403,0.246612466,0.598041045,0.51722557,1560,"tags=27%, list=9%, signal=24%",1175/163/8650/3690
BP,GO:0098884,postsynaptic neurotransmitter receptor internalization,14,0.407940795,1.172326011,0.245179063,0.598041045,0.51722557,1560,"tags=29%, list=9%, signal=26%",1175/163/8650/3690
BP,GO:0140239,postsynaptic endocytosis,14,0.407940795,1.172326011,0.245179063,0.598041045,0.51722557,1560,"tags=29%, list=9%, signal=26%",1175/163/8650/3690
BP,GO:0071888,macrophage apoptotic process,13,0.414514941,1.169021619,0.246575342,0.598041045,0.51722557,4036,"tags=46%, list=24%, signal=35%",6480/1029/23411/440823/1514/3665
BP,GO:1990403,embryonic brain development,13,0.414439742,1.168809541,0.246575342,0.598041045,0.51722557,3159,"tags=38%, list=19%, signal=31%",6134/51645/55773/1499/51362
BP,GO:0002369,T cell cytokine production,30,-0.366190124,-1.168307436,0.245997089,0.598041045,0.51722557,1391,"tags=23%, list=8%, signal=21%",4092/7855/3554/567/3606/729230/5590
BP,GO:0002724,regulation of T cell cytokine production,30,-0.366190124,-1.168307436,0.245997089,0.598041045,0.51722557,1391,"tags=23%, list=8%, signal=21%",4092/7855/3554/567/3606/729230/5590
BP,GO:2000353,positive regulation of endothelial cell apoptotic process,13,0.414090856,1.167825608,0.246575342,0.598041045,0.51722557,2577,"tags=46%, list=15%, signal=39%",7057/3676/27250/2852/5584/196527
MF,GO:0016248,channel inhibitor activity,28,-0.371856903,-1.160842569,0.245973646,0.598041045,0.51722557,2254,"tags=21%, list=13%, signal=19%",400986/55800/255738/55013/3708/817
BP,GO:0003254,regulation of membrane depolarization,29,-0.366474389,-1.159905603,0.245614035,0.598041045,0.51722557,2298,"tags=45%, list=14%, signal=39%",288/6331/6324/5027/8326/6714/4092/55800/10962/215/120892/55012/817
BP,GO:0097009,energy homeostasis,35,-0.352933006,-1.155679013,0.244927536,0.598041045,0.51722557,3958,"tags=40%, list=24%, signal=31%",353500/10874/1981/271/84251/7314/51085/115209/79191/2329/64784/8013/9975/5547
MF,GO:0030170,pyridoxal phosphate binding,46,-0.328977468,-1.155022081,0.246258503,0.598041045,0.51722557,1238,"tags=15%, list=7%, signal=14%",9517/2805/54996/55304/2572/283970/213
CC,GO:0098936,intrinsic component of postsynaptic membrane,56,-0.31408149,-1.146737582,0.246612466,0.598041045,0.51722557,5921,"tags=45%, list=35%, signal=29%",4897/9123/5802/27253/4985/6533/9746/1742/54413/5800/25945/2043/2890/57555/2906/491/53616/729993/1948/2550/116443/79414/26045/2900/10675
CC,GO:0099055,integral component of postsynaptic membrane,53,-0.318654016,-1.145571225,0.245901639,0.598041045,0.51722557,5921,"tags=45%, list=35%, signal=29%",4897/9123/5802/27253/4985/6533/9746/54413/5800/25945/2043/2890/57555/2906/491/53616/729993/1948/2550/116443/79414/26045/2900/10675
BP,GO:0060260,regulation of transcription initiation by RNA polymerase II,63,0.261253901,1.133470566,0.245136187,0.598041045,0.51722557,3905,"tags=37%, list=23%, signal=28%",170506/6873/6877/6882/55090/2957/26036/400569/2067/29079/6884/81857/9412/6875/7157/219541/9477/9439/9282/55832/8493/9969/10025
BP,GO:0050853,B cell receptor signaling pathway,60,0.264151027,1.130691678,0.246212121,0.598041045,0.51722557,3672,"tags=28%, list=22%, signal=22%",57181/5788/10451/7006/148823/7462/4067/26228/695/27086/89857/2874/150372/2213/4332/3495/6850
BP,GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,60,0.263889196,1.129570914,0.246212121,0.598041045,0.51722557,2542,"tags=27%, list=15%, signal=23%",7037/10538/23075/3981/5788/79915/7158/100141515/55183/4436/695/10459/2067/2956/3115/4683
CC,GO:0000794,condensed nuclear chromosome,61,0.26105399,1.124771647,0.245283019,0.598041045,0.51722557,2452,"tags=28%, list=15%, signal=24%",3014/672/675/10051/120/5885/6839/100130958/10128/5347/9126/27127/23063/5883/6002/10592/1111
BP,GO:0045582,positive regulation of T cell differentiation,98,0.237586393,1.103412289,0.245535714,0.598041045,0.51722557,3827,"tags=33%, list=23%, signal=25%",3965/572/4179/4602/8546/5788/9092/196528/6595/22890/64332/865/6599/6602/10385/54440/7048/79576/6597/86/7494/64115/29117/57178/6777/146850/57492/9308/9655/6850/1960/51176
BP,GO:0010675,regulation of cellular carbohydrate metabolic process,125,0.223705463,1.089906328,0.24537037,0.598041045,0.51722557,1994,"tags=19%, list=12%, signal=17%",572/57223/5366/51094/64223/3487/5443/5166/3953/34/10269/5499/10776/151176/2852/57486/23411/51763/8473/10447/5165/51451/5903/2185
BP,GO:0007179,transforming growth factor beta receptor signaling pathway,170,0.214029496,1.081633478,0.245810056,0.598041045,0.51722557,4007,"tags=32%, list=24%, signal=25%",10273/2200/6868/7057/7046/3397/8239/54976/6885/58516/55198/26060/90/6386/753/2353/10755/8754/26036/9839/23411/58533/51742/8473/8287/5829/25942/2022/3303/7048/25855/5747/83891/4091/10252/3326/51592/7157/84312/57178/2530/9958/10370/6774/6794/64398/9392/4054/51341/409/7043/4090/3248/5926/4053
BP,GO:0000122,negative regulation of transcription by RNA polymerase II,730,0.178039508,1.032857378,0.244780176,0.598041045,0.51722557,3189,"tags=23%, list=19%, signal=20%",1991/10589/9208/122953/2354/26155/221895/8878/23405/4601/4602/8553/1869/54623/84295/4784/6670/80014/3727/8409/3009/83463/4591/3008/3007/219749/3397/8239/10363/57659/3006/7764/5981/6929/9349/79577/4149/55502/6134/6839/51274/58516/5978/6304/7534/7690/7050/7422/8841/6595/55929/10915/7376/6386/5325/463/92140/166/571/811/155054/6772/5925/4734/339559/5347/9603/23492/6256/10608/55841/1649/9093/7832/29997/2117/26036/9839/55192/23411/7936/57708/4929/64376/9646/51742/22890/8473/162972/55183/23512/83666/1739/84792/8241/865/10951/10459/23019/4999/25942/10732/54880/4799/2623/55506/80764/168451/7181/27086/57727/3303/468/79576/1499/10009/171392/22823/6597/23528/23741/25855/55364/1390/51132/6208/7175/3087/57507/80110/1108/284459/84733/84159/7728/55170/79733/9318/4690/3429/11244/148156/8328/221656/81857/333929/7323/10443/29915/96459/51592/2146/23028/4205/2874/1408/7157/7541/25836/4783/2023/51574/80818/9612/6045/1877/4790/84312/7733/4084
BP,GO:0010988,regulation of low-density lipoprotein particle clearance,11,-0.496834315,-1.225042185,0.248012719,0.598309648,0.517457876,2567,"tags=55%, list=15%, signal=46%",10330/26119/6833/1445/29116/255738
BP,GO:0046349,amino sugar biosynthetic process,10,0.455995302,1.211225197,0.248041775,0.598309648,0.517457876,5607,"tags=80%, list=33%, signal=53%",10007/132789/5238/2673/51005/10020/64841/6675
BP,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,10,0.45571755,1.210487424,0.248041775,0.598309648,0.517457876,2374,"tags=40%, list=14%, signal=34%",4067/9475/8301/177
CC,GO:0120103,centriolar subdistal appendage,10,0.454842755,1.208163773,0.248041775,0.598309648,0.517457876,3150,"tags=30%, list=19%, signal=24%",3796/80323/9859
