Geneid	L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
VDAC1P11	0	0	0	0	0	0	0	0
PTMAP12	6	5	6	4	15	15	14	8
YRDCP1	0	0	0	0	0	1	0	0
RNU6-669P	0	0	0	0	0	0	0	0
FBP2	0	0	2	0	0	0	0	0
FBP1	1	2	0	0	0	0	1	1
MEGF9	10	4	12	13	10	14	21	20
AHCYP2	0	0	0	0	0	0	0	0
FBXW2	186	188	280	396	670	424	549	638
GLE1	148	193	237	302	908	502	848	885
MT1P1	0	0	0	0	0	0	0	0
UBAP1	265	191	284	302	960	653	924	1111
RPL35AP2	0	0	0	0	0	0	0	0
RNA5SP282	0	0	0	0	0	0	0	0
RNU2-50P	0	0	0	0	0	1	0	0
SERPINH1P1	0	2	1	0	0	2	0	0
NUDT2	280	393	553	581	471	376	382	599
MYORG	0	5	3	4	3	0	2	2
Y_RNA	0	0	0	0	0	0	0	0
KIF24	64	66	90	87	220	118	204	184
ZNF483	0	0	0	3	4	1	6	4
PTGR1	245	169	284	319	514	496	422	549
LRRC37A5P	13	8	10	8	3	4	2	4
DNAJC25	242	192	328	429	683	598	555	751
DNAJC25-GNG10	0	0	0	0	0	0	0	0
GNG10	0	0	0	0	1	1	0	0
RNU6-1013P	0	0	0	0	0	0	0	0
UGCG	47	23	62	56	109	45	73	85
MIR4668	0	0	0	0	0	0	0	0
SHOC1	5	0	0	1	4	3	2	6
Y_RNA	0	6	0	0	0	0	0	0
GPRACR	1	8	6	5	11	13	9	13
NCS1	194	376	420	483	465	320	347	399
RN7SL665P	0	0	0	0	0	0	0	0
ASS1	17	5	5	4	14	11	8	9
AOPEP	16	28	23	29	54	36	54	68
TPD52L3	0	0	0	0	0	1	0	1
ZNF189	34	14	38	28	174	83	166	180
ST6GALNAC6	3	46	29	41	8	14	12	21
SPATA31D4	0	0	0	0	0	0	0	0
ORM1	13	12	18	20	10	4	1	9
ZNF658	20	8	30	16	19	19	45	48
SPATA31D3	0	0	0	0	0	0	0	0
FAM189A2	0	2	1	1	1	1	1	0
CBWD5	237	113	187	282	533	434	495	618
OR13D1	0	0	0	0	0	2	1	1
OR2K2	0	0	0	0	0	1	0	1
IFNA5	0	0	0	0	0	0	0	0
TUSC1	20	18	25	41	60	27	43	51
CBWD6	45	29	88	96	98	99	125	138
C9orf153	1	0	1	1	5	4	3	2
KLF9	41	25	28	69	42	43	50	84
RNU2-25P	0	0	0	0	0	0	0	0
RN7SL592P	0	0	0	0	0	0	0	0
PUM3	1253	1057	1670	1865	2689	2219	2214	2907
GPS2P1	0	1	1	0	0	2	2	3
ATP5PDP2	0	0	0	0	0	0	0	0
PTGER4P2-CDK2AP2P2	0	1	0	3	0	0	2	0
CDK2AP2P1	0	0	0	0	0	0	0	0
MYO5BP1	0	0	0	0	0	0	0	0
CDRT15P6	0	2	0	1	0	0	1	2
LINC01451	0	0	5	9	0	7	3	2
RAPGEF1	50	165	137	177	275	136	216	273
IL33	0	0	0	2	2	0	0	0
ECPAS	858	717	1081	1249	2143	1716	1891	2361
OR13C3	0	0	0	0	0	0	0	0
NDOR1	99	437	310	292	276	210	248	349
DMRT2	0	0	0	0	1	0	0	0
MIGA2	608	1244	1064	1231	1208	1004	978	1328
SPATA6L	11	7	7	21	27	12	10	14
RNU7-185P	0	0	0	0	0	0	0	0
PTPRD-AS1	6	1	0	0	0	0	0	0
RPS26P3	0	0	1	5	2	1	1	1
RN7SL5P	1	0	5	7	0	1	0	1
PTPRD-AS2	0	0	0	0	0	1	0	1
IARS1	522	236	389	639	2303	1432	2181	2278
SLC31A1	56	65	83	115	190	148	169	209
CDC26	1015	1184	1944	2463	2061	1716	1523	2069
PRPF4	186	106	128	214	1083	587	1053	1120
RNF183	0	2	3	1	0	0	0	3
WDR31	13	49	53	60	97	54	104	102
BSPRY	204	170	214	294	901	667	832	998
HDHD3	53	62	76	64	106	71	84	98
ALAD	3265	2060	2729	3639	7747	5654	7006	8498
POLE3	1655	1127	1064	1476	6351	4049	5614	6150
C9orf43	16	11	13	18	7	11	10	14
IMP3P1	0	0	0	0	0	0	0	0
RN7SL722P	0	0	0	0	0	0	0	0
FAM27C	0	3	12	5	3	1	8	2
Y_RNA	0	0	0	0	0	0	0	0
FAM242E	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
FAM27E3	41	22	41	74	112	121	135	142
FAM27B	53	67	103	118	73	81	52	97
RN7SL787P	0	0	0	0	0	0	0	0
SNORA70	0	0	0	0	0	0	0	0
ANKRD20A1	8	5	4	20	27	34	28	27
RNU6-368P	0	0	0	0	0	0	0	0
FOCAD	31	49	61	106	137	106	137	147
HACD4	37	21	33	47	32	29	30	43
IFNNP1	0	0	0	0	0	0	0	0
IFNB1	0	0	0	0	0	0	0	0
IFNWP4	0	0	0	0	0	0	0	0
IFNW1	0	0	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0	0	0
IFNA21	0	0	0	0	0	0	0	0
SMIM27	1	29	18	19	12	9	21	16
SEC16A	156	591	440	433	629	402	557	548
LINC01231	0	1	0	0	1	2	0	2
RFX3	17	10	7	12	83	51	72	57
KANK1	15	10	14	12	29	26	21	32
HMCN2	5	3	1	4	3	5	4	5
PTGS1	193	263	369	432	807	610	650	794
OR1L3	0	0	0	0	0	0	0	0
DAB2IP	0	4	1	1	0	4	3	0
TTLL11	51	88	97	93	119	74	84	122
AMBP	0	0	1	0	0	0	0	0
KIF12	0	0	2	0	0	0	0	2
LINC02843	0	0	0	0	0	0	0	0
NPR2	18	24	42	40	46	29	30	39
OR13J1	0	0	2	0	0	0	0	0
FBP2P1	0	0	0	1	0	0	0	2
ELF2P3	0	0	0	0	0	0	0	0
NPAP1P7	0	0	0	0	0	0	0	0
CTSLP8	0	0	0	0	0	0	0	0
SPATA31E1	1	0	1	0	1	0	0	0
PTCH1	1	5	6	9	13	8	8	9
C9orf24	0	0	0	2	1	0	2	0
FAM219A	66	73	67	72	142	105	120	166
WNK2	10	6	4	4	8	13	5	0
BARHL1	0	0	0	2	1	1	0	0
DDX31	130	90	141	198	364	288	302	396
ALDOB	2	0	0	2	0	4	0	1
TRMO	206	135	240	317	612	422	484	679
CA9	0	1	0	1	0	0	4	1
SARDH	0	0	2	5	2	1	1	1
CIZ1	1880	2782	3130	3421	4277	2980	3146	4059
GAPVD1	248	266	369	461	801	597	810	907
NUTM2F	4	0	10	1	6	3	3	4
NFIB	0	4	4	6	10	10	11	8
LPAR1	0	0	3	0	0	5	1	2
SVEP1	0	3	2	5	1	10	0	3
NTNG2	0	1	3	4	4	0	5	0
OBP2B	0	0	0	0	1	2	0	0
MUSK	2	4	0	0	0	1	1	0
NUP214	198	321	462	436	457	387	407	442
FCN1	299	343	391	444	439	415	418	584
CERCAM	11	15	5	8	12	18	15	20
PRUNE2	1	5	8	5	7	10	8	11
CACNA1B	0	2	0	0	2	5	0	0
MFSD14B	54	42	51	111	298	221	297	358
FAM166B	2	1	0	1	0	2	1	2
SIT1	0	1	1	0	0	0	1	0
CD72	1	7	4	4	4	7	10	17
NTRK2	3	0	1	0	2	2	0	1
AQP3	71	75	155	145	197	145	137	178
MIR6851	0	0	0	0	0	0	0	0
ANKRD18B	105	160	210	208	557	382	386	511
PAEP	0	0	0	0	0	0	0	0
LINC01502	0	0	0	0	0	0	0	0
PAEPP1	0	0	0	0	0	0	0	0
GLT6D1	0	0	0	0	0	0	0	0
LCN9	0	0	0	0	0	0	0	1
TRAF2	379	659	683	711	733	611	562	785
AJM1	34	107	141	131	164	152	131	178
SET	5554	2980	4375	5962	20167	13982	17537	21304
OR1L8	0	0	0	0	0	1	0	0
ZNF618	56	62	41	60	67	45	58	75
CNTNAP3	0	0	0	0	0	3	0	0
CRB2	2	17	9	20	13	17	15	16
MIR601	7	6	2	1	2	5	4	2
MIR7150	0	0	0	0	0	0	0	0
PIGFP2	0	0	1	0	0	0	0	1
LHX2	0	0	0	0	0	0	0	0
DENND1A	111	219	234	260	216	170	239	227
PRRC2B	384	2106	1846	1517	1692	959	1432	1352
DOCK8	143	72	93	98	710	408	760	752
SPATA31C2	4	1	0	0	0	2	0	0
SPTLC1	314	172	191	317	1382	937	1349	1407
CNTRL	785	449	617	885	2304	1426	2019	2210
PTPRD	0	0	1	1	2	1	0	2
ABCA2	17	41	12	25	48	33	31	37
ALDH1B1	85	60	95	109	294	244	248	267
IGFBPL1	0	0	0	0	0	0	0	0
ARMC8P1	0	0	0	0	0	0	0	0
TCEA1P3	0	0	0	0	0	0	0	0
GAS2L1P1	0	0	0	0	0	0	0	0
VN1R48P	0	3	0	0	0	0	0	0
FAM220BP	0	0	0	0	0	0	0	0
FAM95C	11	25	11	9	8	7	3	9
SNX18P3	0	4	4	1	2	1	5	1
ANKRD18A	3	8	17	15	26	14	30	33
FAM201A	0	5	2	0	0	0	0	1
YWHABP1	0	0	0	0	0	0	0	0
RNU6-765P	0	0	0	0	0	0	0	0
B3GALT9	27	43	57	42	50	30	47	62
DENND4C	43	26	45	69	273	152	319	262
RPS6	24775	26664	45537	50567	48685	40288	34130	47723
NDUFA5P3	2	0	0	0	0	0	0	0
ACER2	1	4	2	2	15	1	5	8
MAP1LC3BP1	0	1	0	0	0	0	0	0
C11orf98P1	0	0	0	1	0	0	0	0
SLC24A2	0	1	1	2	1	1	0	1
RIC1	83	29	55	78	493	276	519	499
AK4P4	0	0	0	1	0	0	0	0
MLANA	3	3	2	5	7	5	6	13
ERMP1	65	39	75	73	194	141	212	222
RN7SKP24	0	0	0	0	0	0	0	0
ARID3C	0	1	1	5	1	7	0	1
IL11RA	6	39	21	31	15	10	14	17
FKBP15	853	486	699	895	2175	1711	2043	2367
RUSC2	56	63	83	66	121	93	110	122
RMI1	9	1	4	13	183	92	167	158
AQP7	4	0	3	5	0	7	2	5
NOL6	159	329	258	282	665	426	595	653
EXOSC2	915	805	1013	1254	2524	1884	2320	2868
SNORD62	0	0	1	2	2	1	0	1
MIR3621	0	0	0	0	0	0	0	0
RNF208	7	12	2	9	27	11	10	21
MIR4673	0	0	0	0	0	0	0	0
MIR4674	0	0	0	0	0	0	0	0
SNAPC4	236	889	654	632	663	495	604	642
FAM240B	0	0	0	0	0	0	0	0
MIR199B	0	0	0	0	0	0	0	0
MIR3154	0	0	0	0	0	0	0	0
GOLGA2	744	1947	1810	1735	3249	2046	2967	3085
ODF2	1734	1757	2080	2282	5581	4007	4820	5873
NR4A3	3	0	1	1	8	1	2	1
STX17	68	56	127	167	243	143	185	218
UPF3AP3	47	56	49	57	69	63	44	52
RN7SL75P	0	0	0	0	1	0	0	0
RPS2P35	0	0	0	0	0	0	0	0
NANOGP5	1	0	0	0	2	1	0	1
CDK5RAP2	2131	4083	4048	4882	6180	4216	5237	6167
OR5C1	0	6	1	0	1	6	1	1
STPG3	0	2	0	0	3	0	1	3
SNAPC3	103	69	111	119	357	238	421	389
NXNL2	1	0	2	0	0	3	0	1
UNC13B	37	65	66	76	199	98	211	193
ECM2	12	4	6	12	15	20	8	11
LHX6	0	1	0	0	4	3	4	0
PCAT7	0	0	0	0	0	2	2	0
LINC00484	0	1	0	0	0	0	0	0
PGM5P3-AS1	0	0	1	0	0	1	0	0
MIRLET7A1HG	18	18	25	32	41	42	29	31
FLJ43315	0	0	0	0	1	0	0	0
MIR31HG	0	0	0	0	0	0	0	0
PGM5P2	2	0	0	5	4	1	3	4
GAS1RR	0	0	2	0	0	0	0	0
SNHG7	106	108	132	198	230	178	168	247
LINC00092	2	0	3	0	1	2	1	0
HSDL2-AS1	1	2	4	3	0	8	8	4
HMGA1P4	2	1	1	2	3	4	1	5
EBLN3P	31	29	34	45	233	127	197	197
LINC01504	5	7	1	5	2	5	2	5
LINC01505	0	3	0	0	0	3	0	0
CDC37L1-DT	27	10	45	53	46	22	38	36
SMC5-DT	0	1	2	0	0	1	1	2
UBQLN1-AS1	30	16	14	36	70	51	69	66
GLIDR	13	11	22	22	26	23	29	15
SMC2-DT	0	0	0	0	3	0	0	0
LINC01506	0	0	0	1	0	0	0	0
LINC00476	7	12	12	7	15	13	8	21
RFX3-AS1	33	23	22	43	84	58	62	63
FRG1HP	144	86	100	164	261	226	266	296
LINC01503	3	0	0	0	1	7	0	0
MIR181A2HG	4	0	4	0	1	2	0	7
ZNF883	0	1	0	1	0	2	1	0
ARRDC1-AS1	57	69	102	107	123	61	96	97
BANCR	0	0	0	0	0	0	0	1
CUTALP	169	300	464	455	743	570	672	784
VLDLR-AS1	0	1	0	4	0	8	0	0
ERP44	359	289	583	693	1075	807	857	1143
TOLLIP	74	152	137	136	150	107	129	171
SSU72P7	0	0	0	0	0	0	0	0
KCNQ1OT1	78	197	175	257	206	223	160	153
SSU72P3	0	0	0	0	0	0	0	0
TOLLIP-DT	0	3	2	0	3	8	1	5
INS-IGF2	0	0	0	0	0	0	0	0
SSU72P5	0	0	0	0	0	0	0	0
IGF2	0	5	2	2	2	1	0	1
MUC5B	3	60	23	26	5	5	2	7
BRSK2	8	44	44	33	10	7	4	2
TSSC4	242	428	580	555	332	326	252	445
IGF2-AS	0	5	1	3	3	3	3	0
OR52B3P	0	2	2	17	2	1	2	1
MUC5B-AS1	0	0	0	0	0	0	0	0
RPL26P30	4	7	14	7	13	9	17	16
OR52P2P	0	0	0	0	0	0	0	0
OR52B4	0	0	0	0	0	0	0	0
KCNQ1	0	1	8	6	2	10	3	7
TRIM21	899	936	1013	1197	1841	1350	1453	1951
SSU72P6	0	0	0	0	0	0	0	0
LINC02689	0	0	0	0	0	0	0	1
H3P33	0	0	0	0	0	0	0	0
ZNF215	2	1	0	1	7	6	9	10
CCKBR	0	0	0	0	0	0	0	0
LINC02751	0	0	1	0	0	0	1	0
GALNT18	0	0	7	0	0	0	0	1
C11orf42	0	2	2	2	2	0	1	0
LINC02682	5	4	0	1	0	3	1	1
CALCB	0	0	0	0	4	0	2	2
PTH	0	0	0	0	0	0	0	0
FAR1-IT1	9	31	19	27	28	20	15	7
OR52B1P	0	0	0	0	0	0	0	0
SSU72P4	0	0	0	0	0	0	0	0
RIC3	29	6	9	9	35	17	15	26
OR7E41P	0	0	0	0	1	0	0	0
TRPM5	0	3	0	0	1	1	1	0
SSU72P2	0	0	0	0	0	0	0	0
LINC01495	0	0	0	0	0	0	0	0
ZDHHC13	31	24	46	71	91	73	74	128
NAV2-AS3	0	0	0	0	0	0	0	0
ZNF214	0	1	4	0	0	0	0	0
LINC02699	0	0	0	0	0	2	0	0
MUC5AC	0	3	4	0	0	10	0	2
AKR1B1P3	0	0	0	0	0	0	0	0
PRRG4	1	6	6	7	8	6	16	23
RPL36AP40	0	0	0	0	0	0	0	0
CENPUP1	0	1	0	0	0	0	0	0
RBMXL2	0	0	0	0	0	0	0	0
RPL39P26	0	3	0	0	1	1	4	2
HMGB1P40	0	0	0	1	3	0	0	0
CNGA4	0	0	0	1	3	2	5	1
ANO3	0	0	0	0	1	0	0	0
CYCSP25	0	0	0	0	0	0	0	0
C11orf58	1962	783	1506	1933	6826	4830	6813	7398
CSRP3	1	2	7	5	5	1	1	3
SYT9	0	0	0	0	0	0	0	0
NAV2-AS4	0	0	0	0	2	0	0	0
LINC02759	0	0	0	0	0	1	0	0
LINC02745	0	0	0	0	1	0	0	0
CSNK2A3	16	7	15	10	52	27	45	52
LINC02741	0	2	0	0	0	3	0	0
HMGN2P36	0	0	0	0	0	0	0	0
FANCF	36	26	48	60	101	83	91	132
SPON1-AS1	0	0	0	0	1	0	0	0
DNAAF11P1	0	0	0	0	0	0	0	0
TRIM68	32	36	36	70	142	74	153	134
LINC02760	0	0	0	0	0	0	0	0
LINC02686	0	0	0	0	0	0	0	0
ARL14EP	135	88	166	210	256	237	215	269
CSRP3-AS1	0	0	0	0	1	0	1	0
SERGEF	96	157	172	208	172	140	114	152
CAT	1810	845	1730	2229	5083	4016	4699	5685
WIZP1	0	0	0	0	0	0	0	0
NAV2-IT1	0	0	0	0	0	0	0	0
EIF3M	858	923	1625	1740	2012	1527	1519	1996
ZNF143	63	28	55	64	410	214	347	389
PAUPAR	0	0	0	0	0	0	0	0
LINC02546	0	0	0	2	0	0	1	1
CD81-AS1	1	4	0	1	2	1	1	2
LINC00678	0	0	0	2	2	1	1	1
DBX1	0	1	0	0	0	0	0	0
HIPK3	37	27	18	50	111	47	118	100
BBOX1	0	0	1	0	0	0	0	0
LUZP2	0	1	0	0	0	0	0	2
PLEKHA7	7	26	17	15	16	16	18	18
ANO3-AS1	0	0	0	0	0	0	0	0
CAPRIN1	375	217	271	446	2630	1448	3004	2714
NAV2-AS6	0	0	4	0	0	0	1	0
API5	362	200	332	490	1595	935	1601	1632
PIGCP1	1	7	12	6	24	23	50	30
FJX1	5	5	8	17	7	15	14	16
ARL14EP-DT	0	0	0	0	0	0	0	0
CBX3P1	2	0	0	0	0	0	0	1
CALCP	0	0	0	0	0	0	0	0
OR4A43P	0	0	0	0	0	0	0	1
UBTFL9	0	0	0	1	0	0	0	0
TRIM77BP	0	0	0	0	0	0	0	0
UBTFL7	0	0	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0	0	0
GTF2IP11	0	0	0	0	0	0	0	0
BBOX1-AS1	0	0	0	0	0	0	0	0
OR4A46P	0	0	0	0	1	4	0	0
PPIAP41	0	0	0	7	10	1	0	1
WT1	13	7	7	11	47	32	55	38
OR4C48P	0	0	0	0	0	0	1	0
OR4C45	0	2	0	0	0	0	0	0
FAR1	78	68	81	96	482	251	424	412
GRM5P1	0	0	0	0	0	0	0	0
LINC02742	0	0	0	3	0	0	0	0
OR4C14P	0	0	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0	0	0
NAV2-AS5	0	0	0	0	0	0	0	0
RRAS2	52	15	40	40	133	108	120	134
TRIM51GP	0	0	0	0	0	0	0	0
LINC02726	0	0	0	0	0	0	0	0
OR4A45P	0	0	0	0	0	0	1	0
OR4A42P	0	0	0	0	0	0	0	0
THAP12P4	0	1	0	0	0	0	0	0
OR4A49P	0	0	0	0	0	0	0	0
OR4C4P	0	0	0	2	3	1	2	3
OR2BH1P	0	0	0	0	0	0	0	0
RPL34P22	0	0	1	0	2	1	0	0
SPON1	0	1	0	0	0	1	1	0
EIF4A2P5	1	0	0	0	0	0	0	0
OR4R1P	0	0	0	0	0	0	0	0
MADD	250	395	363	405	1086	711	1018	1125
MTND5P21	0	0	0	0	0	1	0	0
CBX3P8	0	0	0	0	0	0	0	0
TRIM51DP	0	0	0	0	0	0	0	0
OR4C1P	0	0	0	0	0	2	0	0
HNRNPA3P9	0	0	0	0	1	1	0	0
OR5D15P	0	0	2	0	0	0	0	0
LINC02740	0	0	0	1	0	0	0	0
BDNF-AS	2	5	3	8	22	29	31	50
NR1H3	59	76	112	135	189	112	114	177
OR4X1	0	0	0	0	0	0	0	0
OR4A19P	0	0	0	0	0	0	0	0
PHKG1P3	0	0	1	0	0	0	0	0
OR5L2	0	0	0	0	0	0	0	0
TRIM64C	0	0	0	0	0	1	0	0
FOLH1	0	0	0	1	3	0	0	0
SVIP	249	210	364	466	1020	609	632	861
OR4C10P	0	0	0	0	0	0	0	0
OR4A44P	0	0	0	0	0	0	2	0
OR4A40P	0	0	0	0	0	0	0	0
DNAJC24	51	24	51	53	204	120	151	200
OR10AF1P	0	0	0	0	0	0	0	0
LDHC	0	4	0	1	0	0	0	0
OR5D14	0	0	0	0	0	2	2	1
OR4A41P	0	0	0	0	0	0	0	0
OR4A48P	0	0	0	0	0	0	0	0
OR4A21P	0	0	6	0	0	0	0	0
OR4C2P	0	0	0	0	0	0	0	0
TRIM51FP	0	0	0	0	0	0	0	0
LGR4	10	20	18	22	104	70	106	108
OR4A1P	0	0	0	0	0	0	0	1
ACP2	123	270	348	303	274	203	197	305
OR9M1P	0	0	0	0	0	1	0	0
LINC02735	0	0	1	0	0	3	0	0
THEM7P	0	0	0	0	0	2	0	0
OR4A7P	0	0	0	0	0	0	0	0
OR4B2P	0	0	0	0	0	0	0	0
PTPRJ-AS1	0	0	0	0	0	0	0	0
OR4A6P	0	0	0	0	0	1	0	0
OR4A18P	0	0	0	0	0	0	0	0
TRIM53CP	0	0	0	1	0	0	0	0
TYRL	0	0	0	0	0	0	0	0
TRIM51CP	0	0	0	0	0	0	0	0
MADD-AS1	5	16	11	16	9	2	9	6
LINC02707	0	0	0	0	0	0	0	0
OR4C49P	0	0	0	0	2	0	0	0
OR5D13	0	0	0	0	0	0	0	0
NUP160	243	123	159	250	969	555	940	965
OR9Q1	0	0	0	0	0	0	0	0
TRIM51HP	0	0	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0	0	0
OR5B10P	0	0	0	0	0	0	0	0
OR4R3P	0	3	0	0	0	0	0	0
OR4C9P	0	0	0	0	0	0	0	0
OR5D17P	0	0	0	0	0	0	0	2
MORF4L1P3	0	0	0	0	3	0	0	0
KRT18P14	0	0	0	0	0	0	0	0
PTGDR2	25	13	16	25	47	25	28	46
TRIM44	553	1445	1411	1296	1480	810	1061	1191
OSBP	193	149	160	223	1302	654	1301	1390
OR4S1	0	0	0	0	0	0	0	0
OR10W1	1	0	0	0	0	0	0	0
OR10AK1P	0	0	0	0	0	0	0	0
OR5B17	0	0	0	0	0	0	0	0
FADS2B	0	0	0	0	0	0	0	0
OR4B1	0	0	0	0	0	0	0	0
ARFGAP2	540	1025	983	1003	2007	1417	1639	1951
OR4A5	0	0	0	0	0	0	0	0
FTH1	2588	2068	3568	4040	4033	5054	4765	6617
INCENP	2152	4678	4362	4438	8707	5878	7019	8557
NAV2-AS1	0	0	0	0	0	0	0	0
RPL12P31	0	0	0	0	0	0	0	0
TRAF6	42	22	51	76	102	94	114	129
PRR5L	1	0	0	3	3	5	4	8
COMMD9	150	60	107	120	214	173	189	256
SCGB1D2	0	0	0	0	0	0	0	0
LINC02750	0	0	0	0	0	0	0	0
ZFP91	154	78	94	151	603	344	648	642
OR4A8	0	0	0	0	1	0	0	0
CIR1P3	0	0	0	0	0	0	0	0
GLYAT	0	0	0	1	0	1	0	0
OOSP4A	0	0	0	0	0	0	0	0
MMADHCP2	0	0	0	0	1	0	0	0
PCNAP4	0	0	0	0	0	0	0	0
LINC00294	12	5	9	8	9	12	8	30
TRIM48	0	0	0	0	0	0	0	0
CCDC179	0	0	0	0	0	0	0	0
OR10V3P	0	0	0	0	0	0	0	0
CAVIN3	6	5	10	4	32	30	24	30
PRMT3	90	46	85	110	647	426	592	685
SLC17A6-DT	0	0	0	0	0	0	0	0
OR5W1P	0	1	0	0	0	0	0	0
HARBI1	10	7	17	29	36	21	41	32
OR10Q2P	0	0	0	0	0	0	0	0
OR5I1	0	0	0	0	0	0	0	0
OR5W2	0	0	0	0	0	0	0	0
TTC17	275	138	180	347	1242	678	1138	1116
ASRGL1	22	26	35	32	34	13	22	31
HSP90AA2P	148	39	63	110	829	346	608	707
EIF4A2P3	0	0	0	0	0	0	0	0
ELP4	19	17	24	25	61	50	40	58
ABTB2	11	20	10	27	35	26	21	32
LINC01499	0	2	0	0	1	0	0	0
LINC02733	0	0	0	0	0	0	0	0
EEF1DP8	0	0	0	0	2	0	0	1
OR10V1	0	0	0	0	0	0	0	0
LINC01493	0	0	0	0	1	0	0	1
ARHGAP1	23	110	108	120	178	122	197	186
DEPDC7	121	56	135	167	236	209	224	306
LINC02545	0	0	0	0	0	0	0	1
OOSP3	0	0	0	1	0	0	0	0
PATL1	53	97	123	130	541	244	568	506
SMPD1	49	47	86	83	177	113	120	192
TCN1	11	5	6	8	7	3	10	5
PDE3B	68	30	54	84	489	216	434	441
TCP11L1	54	24	46	68	153	104	154	141
LINC02718	5	0	0	1	0	0	0	1
MS4A3	91	20	36	79	34	24	34	48
OR10Y1P	0	0	0	0	0	0	0	0
LINC02755	0	0	0	0	0	0	2	0
CDCA5	628	624	819	954	1415	1123	1144	1563
ZFP91-CNTF	0	0	0	0	0	0	0	0
RPL7AP56	0	0	0	0	0	0	0	0
AHNAK	362	611	572	711	2234	1302	1693	1745
LRRC4C	0	0	0	0	0	3	1	0
BEST1	18	37	38	56	56	47	37	54
RCC2P6	0	0	2	2	2	0	2	1
FABP5P7	17	27	29	60	60	55	55	81
SCGB1D1	0	0	0	0	0	0	0	0
CSTF3-DT	13	2	2	0	3	3	5	2
SYT7	0	0	0	2	1	3	0	3
TRIM51	0	0	0	0	0	0	0	0
RPL29P23	0	0	0	0	0	0	0	0
SLC5A12	4	0	0	0	0	1	0	0
OR5BC1P	0	0	0	0	0	0	0	0
SCGB1A1	0	2	2	1	2	0	5	0
MS4A8	0	0	0	0	0	0	0	0
OR10V2P	0	0	0	0	0	0	0	2
HNRNPRP2	0	0	0	0	0	0	0	0
RPL7AP58	0	0	0	0	0	0	0	0
OOSP1	0	0	0	0	0	0	0	0
E2F8	76	36	89	95	320	176	398	368
TSPAN18	2	2	1	2	0	6	1	0
EEF1G	0	0	0	0	0	0	0	0
NELL1	0	0	0	2	0	1	0	0
LINC02683	0	0	0	0	1	0	0	0
OR51R1P	0	0	0	1	0	1	0	0
SRD5A3P1	0	0	0	0	0	0	0	0
IMMP1L	10	10	11	16	29	11	17	17
CBLIF	0	1	0	4	0	4	0	0
OR5D16	0	0	0	0	0	0	0	0
OOSP4B	0	0	0	0	0	7	0	0
LINC02548	0	0	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0	0	0
FIBIN	0	0	0	0	0	0	0	0
NDUFS8	257	353	619	558	341	381	257	390
LRFN4	61	151	149	149	83	91	79	111
SCGB1D4	0	0	0	0	0	0	0	0
PDCL2P2	0	0	1	2	0	0	0	0
OR5B19P	2	0	0	0	0	0	0	0
LINC02687	0	0	0	0	0	0	0	0
SAC3D1	264	527	854	899	328	255	192	310
PRPF19	920	1142	1345	1401	1843	1336	1371	1854
CSTF3	301	181	315	392	1080	800	956	1070
LINC01616	0	0	0	0	0	0	0	0
CKAP5	690	458	580	998	3999	2461	4227	4162
TCIRG1	137	377	350	305	435	264	329	376
OOSP2	0	0	1	0	0	0	0	0
CNTF	0	3	0	1	7	1	4	2
PC	134	204	178	245	203	145	188	225
LRP4	5	7	12	17	32	19	26	37
SCGB2A2	0	0	0	1	1	1	0	0
METTL15	42	18	57	76	181	124	185	218
BDNF	8	6	0	2	4	6	2	4
LDLRAD3	42	9	35	31	134	86	109	140
PATL1-DT	0	0	0	0	0	0	0	0
CTBP2P6	0	0	0	0	0	0	0	0
MRPL16	1355	889	1652	1894	2614	1973	1774	2555
PACSIN3	9	23	30	40	42	26	22	47
NAALADL1	0	3	6	3	3	1	0	1
FAU	8965	14177	22282	22232	12445	10512	7698	12369
OR5L1	0	0	0	0	0	0	1	0
CCDC86	161	88	181	175	435	272	389	440
NPM1P35	0	0	0	0	0	0	0	0
SNX15	0	10	19	1	12	4	8	6
FRMD8	68	70	113	83	204	134	174	181
LGR4-AS1	0	1	3	1	1	0	0	1
TIGD3	10	15	50	44	40	48	32	38
NDUFA3P2	0	0	0	2	0	0	1	0
LINC00301	0	0	0	0	0	0	0	0
MS4A10	0	0	0	0	0	0	0	0
ATP5MGP8	0	0	0	0	0	0	0	0
ENPP7P7	0	0	1	0	0	0	0	0
SPDYC	0	0	8	0	3	1	3	4
NEU3	83	221	213	167	404	279	392	387
LIN7C	43	24	29	33	105	60	102	101
SLC22A20P	5	11	14	1	7	12	6	1
CHKA-DT	0	3	3	0	2	1	0	1
TESMIN	11	44	29	42	79	58	59	76
SYT12	0	0	0	0	0	3	0	0
C11orf24	133	170	254	265	376	287	289	453
ZNHIT2	44	64	41	83	72	40	37	93
SLC25A1P1	0	0	0	0	0	0	0	0
OR7E11P	0	0	0	0	0	0	0	0
PSMA2P1	0	0	0	0	0	0	0	0
LINC02754	2	3	6	0	1	5	0	0
LINC02728	4	0	1	2	3	6	10	5
