Gene	hs_proerythroblast_1	hs_proerythroblast_2	hs_proerythroblast_3	hs_early_basophilic_1	hs_early_basophilic_2	hs_early_basophilic_3	hs_late_basophilic_1	hs_late_basophilic_2	hs_late_basophilic_3	hs_polychromatic_1	hs_polychromatic_2	hs_polychromatic_3	hs_orthochromatic_1	hs_orthochromatic_2	hs_orthochromatic_3
MIR4449	2	0	1	3	1	2	0	0	1	0	0	0	0	0	0
MIR4450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4461	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0
MIR4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4467	13	0	0	5	0	3	2	1	0	2	1	1	0	0	0
MIR4468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4469	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4472-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4472-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4473	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MIR4474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4479	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
MIR448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4480	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
MIR4482-1	4	0	1	14	1	0	1	4	2	6	0	1	13	1	3
MIR4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4484	1	0	0	3	0	0	0	1	0	1	0	0	0	0	0
MIR4485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4489	0	0	3	9	1	3	8	0	2	5	0	2	4	0	0
MIR4490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR449A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR449B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4500HG	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
MIR4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4505	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0
MIR4508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR450A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR450A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR450B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR4513	2	0	0	2	0	0	4	0	1	0	0	0	0	0	0
MIR4514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4517	75	2	29	152	15	34	82	29	31	69	14	21	21	3	7
MIR4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4519	3	1	0	7	0	0	0	0	0	0	0	0	1	0	0
MIR451A	0	1	0	6	3	1	34	10	5	195	26	66	417	44	58
MIR451B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4520A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4520B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4522	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MIR4523	12	0	4	15	0	5	8	1	3	20	1	10	8	1	5
MIR4524A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4530	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
MIR4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4534	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MIR4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4536-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR454	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MIR4540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4633	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MIR4634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4635	3	0	0	4	0	0	4	0	0	2	1	0	3	1	0
MIR4636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4637	0	0	0	0	1	1	1	0	0	1	1	3	0	0	0
MIR4638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4639	0	2	1	3	0	3	10	0	3	0	0	2	3	2	2
MIR4640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4641	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0
MIR4642	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0
MIR4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4646	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0
MIR4647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4649	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR4650-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4650-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4651	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
MIR4652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4653	3	0	0	7	0	2	7	0	1	0	0	0	1	1	1
MIR4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4655	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4656	0	0	1	1	1	0	0	1	1	9	3	2	12	2	3
MIR4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4658	1	0	0	7	0	0	1	0	1	3	0	2	0	0	0
MIR4659A	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4659B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4660	2	0	2	3	0	1	1	0	0	0	0	0	0	0	0
MIR4661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4663	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0
MIR4664	60	1	7	35	1	2	18	2	2	8	0	0	0	0	2
MIR4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4666A	0	0	0	0	0	0	1	0	1	10	2	5	11	0	0
MIR4667	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
MIR4668	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1
MIR4669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4672	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
MIR4673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4677	0	0	0	5	1	0	1	0	0	0	0	1	0	0	0
MIR4678	11	0	3	9	1	0	11	0	0	8	2	1	4	0	0
MIR4679-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4679-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4685	21	1	6	42	3	8	34	1	5	66	10	17	22	6	11
MIR4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4688	0	0	0	1	0	0	0	1	0	1	1	0	3	0	0
MIR4689	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR4690	6	0	0	4	0	0	1	1	1	9	2	0	3	1	0
MIR4691	41	0	7	53	2	8	45	11	6	16	1	5	1	0	0
MIR4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4695	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4706	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
MIR4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4710	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4712	20	8	13	17	4	5	4	5	5	2	0	0	1	0	1
MIR4713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4720	24	6	5	24	4	3	11	2	2	6	1	0	0	0	0
MIR4721	78	15	17	78	6	12	35	9	12	16	1	1	10	0	1
MIR4722	16	4	8	42	4	22	9	1	12	2	0	1	1	1	0
MIR4723	3	1	0	2	0	1	1	1	1	2	1	0	0	0	0
MIR4724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4726	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR4727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4728	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
MIR4729	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR4730	0	0	1	0	0	0	3	1	1	1	0	0	0	0	0
MIR4731	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
MIR4732	1	0	0	8	0	0	11	0	0	53	10	14	197	10	20
MIR4733	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR4734	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4736	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR4737	44	4	2	47	8	7	39	8	4	4	0	0	0	0	0
MIR4738	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MIR4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4740	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR4741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4742	0	0	2	2	0	0	0	0	1	1	3	5	13	9	18
MIR4743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4744	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4745	1	0	0	5	0	0	2	1	1	0	0	0	1	0	0
MIR4746	16	2	1	23	1	0	20	2	2	8	3	5	6	8	6
MIR4747	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4748	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
MIR4749	3	0	0	4	0	0	8	0	0	2	0	0	5	1	0
MIR4750	6	0	1	22	1	2	19	2	7	33	7	8	46	7	4
MIR4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4753	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4754	0	1	1	4	0	0	1	0	2	0	0	0	0	0	0
MIR4755	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
MIR4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4761	2	0	0	1	0	0	3	0	0	0	1	0	0	0	0
MIR4762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4766	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
MIR4767	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0
MIR4768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4773-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4773-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4776-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4776-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4779	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
MIR4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4782	0	0	0	0	0	2	0	1	0	1	0	2	0	0	0
MIR4783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4784	4	1	3	18	2	5	11	3	4	1	1	1	0	0	0
MIR4785	1	0	3	2	4	6	5	2	0	1	2	7	0	2	0
MIR4786	1	1	1	3	1	0	7	1	0	0	0	0	0	0	0
MIR4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4793	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
MIR4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4795	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR4796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR483	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR486	129	5	28	328	12	52	400	62	58	884	113	160	434	45	43
MIR487A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR487B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR491	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
MIR492	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MIR493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR497HG	33	1	5	37	6	10	20	16	3	11	2	2	10	1	4
MIR498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR499A	7	0	0	0	0	0	1	0	0	0	0	0	0	1	2
MIR499B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR500A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5047	423	28	172	749	104	221	452	147	190	366	185	168	309	114	147
MIR505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR509-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR509-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5095	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
MIR510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR511-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR511-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR512-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR512-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR514A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR517A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR518F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR521-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR526B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AC	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MIR548AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AE2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MIR548AI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548F5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548G	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MIR548H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H4	10	1	0	5	1	1	3	5	0	1	0	1	1	0	0
MIR548I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548I2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548I3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548I4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548J	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
MIR548K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
