ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
SIGLEC17P	-1.828908396	3.741047619	-2.872592228	0.031937158	0.179701019	-4.212388918
RAB33A	-2.514773505	2.11904092	-2.867410979	0.032140869	0.180352049	-4.219261565
EN2	1.602451641	1.329546654	2.864155468	0.032269594	0.18064258	-4.223581258
GPR162	1.602451641	1.329546654	2.864155468	0.032269594	0.18064258	-4.223581258
NDUFB8P2	1.602451641	1.329546654	2.864155468	0.032269594	0.18064258	-4.223581258
HOGA1	-1.602451641	1.329546654	-2.864155468	0.032269594	0.18064258	-4.223581258
CILP2	1.602451641	1.329546654	2.864155468	0.032269594	0.18064258	-4.223581258
BRWD1-AS2	1.036174819	3.964704077	2.863858433	0.032281367	0.180671629	-4.223975446
RNFT2	-1.352964563	1.733123949	-2.863211197	0.032307037	0.180711252	-4.224834405
SNORA33	1.709761006	2.188213836	2.862429716	0.032338061	0.180776561	-4.225871582
MPZ	-1.270633098	4.663918009	-2.861829278	0.03236192	0.180802566	-4.226668523
MIR3936HG	-1.656712618	3.658974008	-2.857674658	0.032527537	0.181245238	-4.232183834
TRMT9B	2.047976598	3.293106606	2.851005766	0.032795329	0.182208213	-4.241040591
GLTPD2	1.326849212	4.234839779	2.850700287	0.032807654	0.182208213	-4.241446398
WWC3-AS1	1.065465738	2.501696401	2.850685881	0.032808235	0.182208213	-4.241465535
PRICKLE2	1.60459373	1.802296865	2.850112702	0.032831374	0.182262945	-4.24222699
ERVW-1	1.106636309	3.713917965	2.848355947	0.032902404	0.182467508	-4.244561004
PDE6C	1.189951869	3.318284269	2.84762929	0.032931834	0.182488382	-4.245526528
FAM136DP	-1.723308334	1.528320834	-2.83979392	0.03325101	0.183700619	-4.255940959
IFI44L	-2.506999814	3.125069855	-2.837604668	0.033340795	0.183779046	-4.258851929
DENND6B	1.269118307	3.162879987	2.834901529	0.033452022	0.184089564	-4.262446862
TGFB2	1.126170541	2.393702969	2.833820621	0.033496612	0.184109702	-4.263884579
KRT15	-1.463833112	4.410641094	-2.832836373	0.033537271	0.184206616	-4.26519383
FLJ13224	1.095134073	2.604208704	2.827556473	0.033756309	0.185298433	-4.27221883
DNAJB8	1.666666667	1.361654167	2.824167217	0.033897738	0.185621683	-4.27672976
ASMT	1.666666667	1.361654167	2.824167217	0.033897738	0.185621683	-4.27672976
BEND7	1.666666667	1.361654167	2.824167217	0.033897738	0.185621683	-4.27672976
FOCAD-AS1	1.757820869	3.255338107	2.823310926	0.033933573	0.185714233	-4.27786962
SCIRT	-1.13911979	4.853476242	-2.821414718	0.034013074	0.185889815	-4.280394035
OR6K4P	-1.992426641	1.770189352	-2.81956231	0.034090936	0.185995018	-4.282860483
THRAP3P1	1.483737037	1.741868519	2.818333286	0.034142703	0.186148083	-4.284497093
VN1R110P	-1.26231791	3.587947195	-2.813659235	0.034340363	0.186748692	-4.290722573
SNORA7B	1.130772474	2.867683102	2.810643203	0.034468572	0.187223295	-4.294740833
DLL1	1.918295834	2.261444782	2.807559061	0.034600218	0.187678315	-4.298850753
CXCR6	1.37413221	2.882053605	2.805862631	0.034672865	0.187886667	-4.301111805
AFG3L2P1	-1.203811571	1.991880786	-2.805237116	0.034699693	0.187957815	-4.301945581
H1-10-AS1	-1.00079586	5.020309786	-2.804041956	0.034751018	0.188050221	-4.303538766
SPP1	-1.074130807	4.187493642	-2.800874826	0.034887427	0.188379747	-4.307761312
STEAP1	1.03228718	2.346761289	2.7996397	0.034940782	0.188630732	-4.309408294
TMC1	-2.345391204	2.701016436	-2.799204638	0.034959598	0.188658077	-4.309988463
BIK	-1.361398376	3.775833261	-2.79757536	0.035030158	0.188841817	-4.312161322
FAAH2	-1.464105808	1.593707071	-2.79630463	0.035085299	0.188856742	-4.313856184
HOXC10	-1.464105808	1.593707071	-2.79630463	0.035085299	0.188856742	-4.313856184
GTF2IRD2P1	2.586629394	1.959981364	2.79629123	0.035085881	0.188856742	-4.313874057
ATP1A4	-1.130772474	2.201016436	-2.793399214	0.035211731	0.189311347	-4.317731923
CPT1B	1.014356241	3.490939692	2.790825756	0.035324134	0.189729801	-4.321165512
VN2R3P	1.528320834	1.625814584	2.789799028	0.035369088	0.189764782	-4.32253558
TLX1	-1.528320834	1.625814584	-2.789799028	0.035369088	0.189764782	-4.32253558
RNVU1-4	1.528320834	1.820802084	2.780580028	0.035775548	0.190921198	-4.334841894
SLC36A2	1.935784974	1.741868519	2.780234138	0.035790897	0.190928848	-4.335303773
MKRN9P	-1.578988531	1.984481766	-2.774928656	0.036027234	0.191816713	-4.342389769
INSRR	1.640703778	3.696804095	2.773475936	0.036092244	0.1920883	-4.344330477
PTGDR2	-1.239137599	4.229476378	-2.772479154	0.036136925	0.192251522	-4.345662205
ZNF470-DT	-1.797439141	1.760373737	-2.771897301	0.036163034	0.192315856	-4.346439617
VSTM2L	-1.709761006	1.521547169	-2.770376021	0.036231395	0.192395244	-4.348472346
RNU6-1209P	1.389975	1.028320834	2.770208207	0.036238945	0.192395244	-4.348696592
TOMM22P5	-1.389975	1.028320834	-2.770208207	0.036238945	0.192395244	-4.348696592
SLC38A2-AS1	1.284807725	2.578188837	2.77000533	0.036248074	0.192395244	-4.348967695
PSCA	1.584962501	1.654135417	2.767080916	0.036379951	0.192940577	-4.352875987
HAUS6P3	-1.138345833	1.430827083	-2.765503744	0.036451291	0.193140683	-4.354984101
ABLIM3	-1.871569948	2.238081839	-2.765491096	0.036451864	0.193140683	-4.355001008
KCNAB1	1.148261614	2.297439141	2.764776338	0.036484245	0.193244314	-4.355956459
GUSBP5	1.205274488	5.382216038	2.751793747	0.037077907	0.194914722	-4.373318994
INTS4P1	1.709761006	2.049868003	2.751288546	0.037101221	0.194999924	-4.373994942
SPTBN5	1.657029103	3.154274526	2.75014149	0.037154214	0.195091615	-4.375529763
RPL29P24	1.107309365	1.748642183	2.745593085	0.037365161	0.195800212	-4.381616926
HSP90AA4P	2.153143873	1.850547968	2.745539558	0.037367651	0.195800212	-4.381688574
TPTEP2-CSNK1E	1.389975	1.361654167	2.736768304	0.037778173	0.19712319	-4.393432421
SRGAP3	1.119965315	2.798064497	2.732502991	0.037979578	0.197873098	-4.399145695
RTN1	1.337820753	2.971207242	2.731951848	0.038005688	0.19793397	-4.399884052
MAGEE1	1.856820977	2.476362552	2.72056727	0.038549419	0.199664401	-4.415141647
HSP90AA3P	2.253111136	1.988209735	2.719972141	0.038578075	0.199664458	-4.415939544
CARHSP1-DT	1.159513481	3.322696304	2.715989202	0.038770453	0.200320092	-4.421280291
WASHC5-AS1	-1.797439141	2.093707071	-2.71426768	0.038853927	0.200353315	-4.423589107
LARP1P1	1.828475609	2.21653467	2.713992739	0.038867277	0.200353315	-4.423957867
ALG1L13P	-1.09769887	4.50512362	-2.713569362	0.038887843	0.200398367	-4.424525726
GALNT16-AS1	1.009915781	2.140588089	2.713180783	0.03890673	0.200458049	-4.425046925
LINC01234	-1.265286428	1.689284881	-2.712483116	0.038940664	0.200542404	-4.425982736
MIR4505	1.528320834	1.764160417	2.701295009	0.039489278	0.202055807	-4.440995356
SIDT1	1.084326914	2.706114489	2.692090454	0.039946936	0.203854656	-4.45335411
PLAAT2	1.81981054	1.438226103	2.691973821	0.039952772	0.203854656	-4.453510754
RN7SL608P	1.053290446	2.633954588	2.691157516	0.039993643	0.203914077	-4.454607129
CABP7	1.479135104	2.601221719	2.69022482	0.040040398	0.204076627	-4.455859895
KLHL30	-1.333333333	1.723308334	-2.689553644	0.04007408	0.204096663	-4.456761438
ZNF321P	-1.213414979	3.575671021	-2.684496442	0.040328859	0.204658505	-4.46355559
GLCCI1-DT	1.376427672	1.549868003	2.683961086	0.040355933	0.204658505	-4.46427494
TBXA2R	-1.376427672	1.549868003	-2.683961086	0.040355933	0.204658505	-4.46427494
GPR199P	-1.302296865	1.5128026	-2.681858578	0.040462452	0.204782397	-4.467100267
PIMREGP1	1.302296865	1.5128026	2.681858578	0.040462452	0.204782397	-4.467100267
RNU4-39P	1.302296865	1.5128026	2.681858578	0.040462452	0.204782397	-4.467100267
RPL11P3	1.245655198	3.0128026	2.675084805	0.040807714	0.205581877	-4.47620517
DEPTOR	-1.266822845	3.204826595	-2.670829537	0.041026243	0.206304038	-4.48192669
EFNA3	-1.302296865	2.448587574	-2.668911815	0.041125143	0.206612055	-4.484505668
SPEGNB	1.740797474	1.927040404	2.661976674	0.041484965	0.207583685	-4.493834504
TM4SF19	1.440642698	1.581975516	2.66083736	0.041544403	0.207720685	-4.49536741
LBX2-AS1	-1.132254443	3.817756389	-2.659323526	0.041623524	0.207973618	-4.497404372
TCF7	1.065703277	4.235693124	2.656104797	0.041792294	0.208437357	-4.501735956
NARF-AS1	1.054499577	2.408535185	2.655412407	0.041828696	0.208580999	-4.502667838
H2BU2P	1.450246106	3.878266926	2.653475664	0.041930701	0.208861927	-4.505274675
EXPH5	1.008863103	4.535350598	2.653053829	0.041952954	0.208926435	-4.505842498
NARF-AS2	1.100288826	4.601117272	2.649556278	0.042137955	0.209395901	-4.510550987
GOLGA2P11	-2.043094339	1.883201336	-2.646049603	0.042324328	0.209908165	-4.515272673
GAU1	-1.154035251	4.339396021	-2.631585945	0.043102544	0.212217315	-4.534757269
SH2D6	-1.252024806	3.8972728	-2.630443622	0.043164665	0.212319587	-4.536296781
H3P14	1.497284365	1.61029635	2.627221717	0.043340397	0.21258054	-4.540639453
CORO2B	1.497284365	1.61029635	2.627221717	0.043340397	0.21258054	-4.540639453
ITK	-1.21461873	1.468963532	-2.624723513	0.043477191	0.21264255	-4.544007184
SOX8	1.21461873	1.468963532	2.624723513	0.043477191	0.21264255	-4.544007184
YPEL3-DT	-1.21461873	1.468963532	-2.624723513	0.043477191	0.21264255	-4.544007184
RPS10P7	-1.056641667	3.187414141	-2.619900527	0.043742607	0.213469832	-4.550510098
GOLGA2P7	1.104588687	6.692039682	2.619736056	0.043751689	0.213473116	-4.550731886
GPR153	-1.118855463	6.48776712	-2.618014168	0.043846893	0.21375068	-4.553053948
PADI4	-1.569273083	2.086933407	-2.609932217	0.044296755	0.215248796	-4.563955629
ZNF492	-1.733224115	2.061599558	-2.609292748	0.044332562	0.215353131	-4.564818394
PPIC	1.812468437	2.101221719	2.608512102	0.044376317	0.215413146	-4.56587167
ZBTB16	-1.139103321	8.109736959	-2.60576802	0.044530493	0.2160006	-4.569574413
LINC00624	2.676303553	3.68628315	2.605657885	0.044536693	0.2160006	-4.569723035
RNA5-8SN4	1.60842561	3.10650967	2.605363776	0.044553254	0.216019596	-4.570119925
MTND4LP30	-1.046926219	3.071415173	-2.604397629	0.044607705	0.216044914	-4.571423747
MTND3P23	1.215330645	2.85929449	2.602902402	0.044692117	0.216309763	-4.573441688
FOXA3	2.023463109	1.785707586	2.591280805	0.045354121	0.217660008	-4.589131086
LINC02585	-1.163951032	2.248642183	-2.584753194	0.045730599	0.219016888	-4.597947328
LY6E-DT	-1.935784974	1.741868519	-2.576930656	0.046186217	0.220339938	-4.608516052
PRSS8	-1.083653858	3.323258898	-2.575101278	0.046293474	0.220502466	-4.610988202
HOXB5	-1.292581417	2.61525424	-2.573522641	0.046386246	0.220718739	-4.613121676
KLF17	-1.927119905	1.737535984	-2.57256234	0.046442778	0.220758058	-4.614419565
TNFSF4	-1.927119905	1.737535984	-2.57256234	0.046442778	0.220758058	-4.614419565
EIF2B5-DT	1.528320834	1.09749375	2.567723224	0.046728788	0.221733474	-4.620960694
IGFBP5	-1.649381171	7.330662383	-2.56719299	0.046760243	0.221777562	-4.621677507
GOLGA8M	1.126170541	2.444370667	2.566925993	0.04677609	0.221803425	-4.622038462
FOXD1	1.920651369	3.641790391	2.566016012	0.046830145	0.221945768	-4.623268703
LINC01475	-2.312212646	2.156106323	-2.563610454	0.046973364	0.222355716	-4.626521114
FAM157A	1.174704429	3.86392646	2.557711509	0.047326574	0.223180704	-4.634498174
CRYBG2	1.42226218	2.680094622	2.554352015	0.04752901	0.223819506	-4.63904208
FCGRT	-1.170156258	3.943125283	-2.553462807	0.047582748	0.223965382	-4.640244892
AGBL5-IT1	-1.174956051	3.115798859	-2.552980077	0.047611948	0.224025971	-4.64089789
RNU6-2	1.245655198	1.679469266	2.549106594	0.047846957	0.224770852	-4.646138108
CRISP2	-1.733224115	1.533278724	-2.54691903	0.047980232	0.224770852	-4.649097916
UBTD2	1.314952815	3.01641494	2.545163192	0.048087494	0.224770852	-4.651473786
FBXO6	-1.332441955	3.358492843	-2.543945399	0.048162039	0.224770852	-4.653121716
OR6B2	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
LRRN1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
METTL24	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
SOSTDC1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
SDK1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
ERICH5	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
HMGN2P31	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
OBI1-AS1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
NALF1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
SLITRK5	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
SEC23A-AS1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
LIPC	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
GSG1L	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
NOS2	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
MT-TL1	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
GPRIN3	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
GDA	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
LINC00261	-1.302296865	1.179469266	-2.542763016	0.048234536	0.224770852	-4.654721808
ANKRD11P1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
MRE11P1	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
LINC01565	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
IDI2	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
TAS2R42	1.302296865	1.179469266	2.542763016	0.048234536	0.224770852	-4.654721808
TNFRSF25	1.311962764	3.583101287	2.540051605	0.048401229	0.225232064	-4.658391389
GJB5	-1.686297896	2.145445813	-2.539888969	0.048411247	0.225232064	-4.658611512
LINC02614	1.164662947	2.991937704	2.539776044	0.048418204	0.225232064	-4.658764353
MTCO3P43	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102
ZMYND15	1.389975	1.223308334	2.538074003	0.0485232	0.225452949	-4.661068102
HNRNPA1P61	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102
OR1F12	-1.389975	1.223308334	-2.538074003	0.0485232	0.225452949	-4.661068102
ARHGEF38	1.008109776	3.237279003	2.532292872	0.048881661	0.226390152	-4.668894161
TREX2	1.738106374	2.39737402	2.53131845	0.04894236	0.226469508	-4.670213436
HAP1	1.181440172	2.421337785	2.528256401	0.049133634	0.226982501	-4.674359492
MEIOC	1.076984812	2.928467406	2.525560408	0.049302708	0.227546165	-4.678010313
SLC9A3R1-AS1	1.578988531	1.846135933	2.525385601	0.049313693	0.227546165	-4.678247045
JAZF1-AS1	-1.779950001	1.556641667	-2.520396155	0.049628327	0.228441719	-4.685004624
LINC01647	1.246354178	3.324273025	2.520237603	0.049638361	0.228441719	-4.685219383
SLFNL1	1.331648924	3.826424273	2.519523456	0.049683581	0.228472166	-4.686186717
INA	2.112623213	2.886929305	2.519303052	0.049697546	0.228472166	-4.686485265
SNORD62B	1.058862911	3.693382487	2.517934862	0.049784331	0.228722851	-4.688338607
DPP10	-1.551783943	2.078188837	-2.517317626	0.049823536	0.22879663	-4.689174742
CRNN	2.056641667	1.964105808	2.516820673	0.049855125	0.228889827	-4.689847951
LINC02202	1.065465738	2.451028703	2.515399305	0.049945595	0.229055987	-4.691773508
RNVU1-31	1.251629167	2.928111449	2.514813941	0.049982904	0.229169736	-4.692566542
